panel,Adam_first_moment_L2,Adam_second_moment_L2,TRAIN_Q,TRAIN_lineage_Q,TRAIN_raw_RMSE,VALIDATION_Q,VALIDATION_lineage_Q,VALIDATION_raw_RMSE,all_BCD,arm,checkpoint_sha256,coefficient_RMS,coefficient_saturation,gate_B,gate_C,gate_D_HET_S2_02,index,parameter_sha256,path,run_id,update
a-h,0.12931542325633427,0.0005982070448001481,1.0002824550337361,"{""HET_S1_02"":0.17452225939233412,""HET_S1_03"":0.2140822475248981,""HET_S2_01"":3.11763102347645,""HET_S2_03"":0.8228888852594881,""HET_S3_01"":1.3205709213123156,""HET_S3_02"":0.3866498543853398,""HET_S4_01"":0.7625800561805649,""HET_S4_02"":0.9041583623755395,""LCDF_01"":0.06403406360723456,""LCDF_04"":0.14374490527304726,""LCDF_05"":0.2320412054474775,""LCDF_06"":0.0041958376212472065,""LCDF_07"":0.04753592641789973,""LCDF_08"":0.4019099528479003}",1.7259660149435487,2.0605723082483522,"{""HET_S1_01"":0.08773813700037458,""HET_S2_02"":3.9845621728193374,""HET_S3_03"":0.525555986059993,""HET_S4_03"":0.9072982783237407}",3.5554735139791,False,D1,sha256:ee7324fa020ce60b22261f511dfc90cfd67294459714ed5edee4fb540b50b67f,0.002942720258030674,0.0,False,False,False,10,sha256:dde4162fd5e5c5cf75709e657e960838f257019635d336a9ffc41491b658212d,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700711_update0200.pt,D1_seed20700711,200
a-h,0.12904877644424007,0.0006505539934333013,0.9998536937776532,"{""HET_S1_02"":0.17391039589308893,""HET_S1_03"":0.21351718236356051,""HET_S2_01"":3.116709038074875,""HET_S2_03"":0.8223841246263784,""HET_S3_01"":1.3195746229156609,""HET_S3_02"":0.38633213903801067,""HET_S4_01"":0.7621744164494434,""HET_S4_02"":0.9035212956493183,""LCDF_01"":0.0639309881583247,""LCDF_04"":0.1436001911813534,""LCDF_05"":0.23184446255952054,""LCDF_06"":0.004004615910301918,""LCDF_07"":0.047373701312117,""LCDF_08"":0.4017061247420465}",1.725226196552454,2.0600541907661736,"{""HET_S1_01"":0.08741873968148944,""HET_S2_02"":3.983646576968274,""HET_S3_03"":0.5251426909039434,""HET_S4_03"":0.9068826514630863}",3.5545795133280955,False,D1,sha256:4bf803beba53a964aed4e2f86e2b894f1002b22c4869c78fbd78507f35e38990,0.002877391202600261,0.0,False,False,False,11,sha256:1381e2caebf2f2cacc4cbd2dfd176898db3fe7bf010b8278352da811d4021616,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700711_update0220.pt,D1_seed20700711,220
a-h,0.1297444008113485,0.0007023624422929476,0.9994237971442566,"{""HET_S1_02"":0.17330752775597882,""HET_S1_03"":0.21295910512139124,""HET_S2_01"":3.1157843580378968,""HET_S2_03"":0.821881945271042,""HET_S3_01"":1.3185704411546613,""HET_S3_02"":0.3860141846423987,""HET_S4_01"":0.7617695551247964,""HET_S4_02"":0.9028806031587383,""LCDF_01"":0.06382707410745134,""LCDF_04"":0.14345475713484201,""LCDF_05"":0.2316463320100467,""LCDF_06"":0.0038154489915928763,""LCDF_07"":0.04721129011695607,""LCDF_08"":0.4015021091452407}",1.7244844190920503,2.0595344435816276,"{""HET_S1_01"":0.08710347290406942,""HET_S2_02"":3.9827269910172363,""HET_S3_03"":0.52473334151065,""HET_S4_03"":0.9064668320099992}",3.5536827006604583,False,D1,sha256:5ed3922c241c3ace2d232a04712fdc6eff702b20015915e8abcc803fb657ea40,0.002844567997550017,0.0,False,False,False,12,sha256:3d417c749c1a1e37f68ce7e268c47e4db11a2f4824a603e54da8f7c98e1e1eb1,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700711_update0240.pt,D1_seed20700711,240
a-h,0.12975815833129103,0.0007524340075525902,0.9989931327254429,"{""HET_S1_02"":0.17271128637373637,""HET_S1_03"":0.21240762352878553,""HET_S2_01"":3.1148566807429385,""HET_S2_03"":0.8213808207910401,""HET_S3_01"":1.3175631877645628,""HET_S3_02"":0.3856984191447845,""HET_S4_01"":0.7613643358853619,""HET_S4_02"":0.9022381764705896,""LCDF_01"":0.06372271792820715,""LCDF_04"":0.1433086918142072,""LCDF_05"":0.2314473487857012,""LCDF_06"":0.0036254912160667532,""LCDF_07"":0.04704804996757577,""LCDF_08"":0.40129692279643936}",1.7237413168343056,2.059014531881717,"{""HET_S1_01"":0.08678960079762706,""HET_S2_02"":3.9818061511546077,""HET_S3_03"":0.5243301857678347,""HET_S4_03"":0.9060510836115843}",3.552785604125073,False,D1,sha256:b505a3c396ed5d178233541273cd8f9d6f1d9c774ddd4ad78fcec4aecb3b3c8d,0.002843616060247738,0.0,False,False,False,13,sha256:7cfa1baaba284e18847097616dd9e5b725f38d0d41cc1109195be0dc52fc11da,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700711_update0260.pt,D1_seed20700711,260
a-h,0.12999226925858284,0.0008013746998162756,0.9985629183605657,"{""HET_S1_02"":0.17213240028494514,""HET_S1_03"":0.21186635670177761,""HET_S2_01"":3.113934970417815,""HET_S2_03"":0.8208894897855198,""HET_S3_01"":1.31653807477249,""HET_S3_02"":0.385375209083746,""HET_S4_01"":0.7609653382837975,""HET_S4_02"":0.9015891934868756,""LCDF_01"":0.06361651830424556,""LCDF_04"":0.14316224348018577,""LCDF_05"":0.23124623505156675,""LCDF_06"":0.003446240339741171,""LCDF_07"":0.04688697663208302,""LCDF_08"":0.4010956325699472}",1.7229989911350176,2.058493637560017,"{""HET_S1_01"":0.08648749823159965,""HET_S2_02"":3.9808827243516873,""HET_S3_03"":0.5239263065746997,""HET_S4_03"":0.9056368457539722}",3.551886812096775,False,D1,sha256:dd42966a79296b6f3741a1398d5f71689a154831b62321e5bac24d4b0f541fa0,0.0028804511173927006,0.0,False,False,False,14,sha256:c2a563567099682449284700fa04b948461d7b6466ebaf02ee15cb8188e24163,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700711_update0280.pt,D1_seed20700711,280
a-h,0.12980771780386227,0.0008486292946373007,0.9981332148544042,"{""HET_S1_02"":0.17156906462551313,""HET_S1_03"":0.21133482225325298,""HET_S2_01"":3.113018582722103,""HET_S2_03"":0.8204069944945404,""HET_S3_01"":1.3154976738573563,""HET_S3_02"":0.38504560562371204,""HET_S4_01"":0.7605718317838207,""HET_S4_02"":0.9009347127712457,""LCDF_01"":0.063508739335201,""LCDF_04"":0.14301548660879465,""LCDF_05"":0.23104330486240846,""LCDF_06"":0.0032765719384963074,""LCDF_07"":0.04672782516823528,""LCDF_08"":0.4008977180410729}",1.722257546911534,2.0579721172655834,"{""HET_S1_01"":0.08619559652894633,""HET_S2_02"":3.9799573674155453,""HET_S3_03"":0.5235225114182622,""HET_S4_03"":0.905224168094516}",3.550986939965892,False,D1,sha256:3407cda4534235684843e45f6ca997fa95c0e739b0d5cd5924098b171051c495,0.002952233756042379,0.0,False,False,False,15,sha256:f281c8ef639e7595d83c5807c23a1fadac9af5eecd80b15c35c408c3f90b006a,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700711_update0300.pt,D1_seed20700711,300
a-h,0.13146882120185194,0.0008952616071411093,0.9977038209821332,"{""HET_S1_02"":0.17101688294439207,""HET_S1_03"":0.21081152879318937,""HET_S2_01"":3.1121049729729955,""HET_S2_03"":0.8199301278353112,""HET_S3_01"":1.3144480546695516,""HET_S3_02"":0.38471319170346724,""HET_S4_01"":0.7601814546843628,""HET_S4_02"":0.900276838805654,""LCDF_01"":0.06339992183581604,""LCDF_04"":0.14286836688901686,""LCDF_05"":0.23083912017556385,""LCDF_06"":0.003112418545010884,""LCDF_07"":0.04656943370343289,""LCDF_08"":0.4007013494959545}",1.721516636954716,2.057450860400646,"{""HET_S1_01"":0.08590963043974721,""HET_S2_02"":3.9790317382602125,""HET_S3_03"":0.5231214910428619,""HET_S4_03"":0.9048127092266928}",3.55008752237698,False,D1,sha256:5fed6f603a989262b890e0ab57e508d9de42e0032a2571b38ce6d6be137c1c0c,0.0030537013735624243,0.0,False,False,False,16,sha256:45379e108f46051fba188d1ddc5591b9f73aa991f9d32a80368555114509e019,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700711_update0320.pt,D1_seed20700711,320
a-h,0.13228917822021008,0.000940608782949555,0.9972733788858703,"{""HET_S1_02"":0.17046981344278425,""HET_S1_03"":0.21029404093029747,""HET_S2_01"":3.1111878131807713,""HET_S2_03"":0.8194535024400046,""HET_S3_01"":1.3133953056109449,""HET_S3_02"":0.38438267567238216,""HET_S4_01"":0.7597900538688712,""HET_S4_02"":0.8996170361316977,""LCDF_01"":0.06329061424435373,""LCDF_04"":0.1427205002221714,""LCDF_05"":0.23063400840656717,""LCDF_06"":0.002947845415011192,""LCDF_07"":0.04640994935572722,""LCDF_08"":0.400503469292689}",1.720773918309785,2.056929477198019,"{""HET_S1_01"":0.08562385216573205,""HET_S2_02"":3.9781050592182186,""HET_S3_03"":0.5227264752666241,""HET_S4_03"":0.9044010296779348}",3.5491878867950817,False,D1,sha256:a513306971ccd884a58c1257c574c9db6dabfa03c5e95d0c39335129dfaa3fe9,0.003179764040919747,0.0,False,False,False,17,sha256:9cbc998b50cdd1f3d2387df44feea9c964886c2447baa7ea049ddeecfa5548b9,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700711_update0340.pt,D1_seed20700711,340
a-h,0.13190119016273982,0.0009840298566577666,0.9968444535599243,"{""HET_S1_02"":0.169937941817592,""HET_S1_03"":0.20978669886669246,""HET_S2_01"":3.1102782371702045,""HET_S2_03"":0.8189862980452818,""HET_S3_01"":1.3123303482908244,""HET_S3_02"":0.3840462807271291,""HET_S4_01"":0.7594046742491981,""HET_S4_02"":0.898953459219023,""LCDF_01"":0.06318001479010593,""LCDF_04"":0.14257266769931512,""LCDF_05"":0.23042763594473195,""LCDF_06"":0.0027937002070534773,""LCDF_07"":0.046252628990115764,""LCDF_08"":0.4003092762033544}",1.7200338168196454,2.0564090083501188,"{""HET_S1_01"":0.08534777572423705,""HET_S2_02"":3.9771793444338694,""HET_S3_03"":0.5223322554464809,""HET_S4_03"":0.9039918543890574}",3.548289828912738,False,D1,sha256:40bc0f356be8483cc6bab1cbd4e995b7e47cc6d91039091d1c1e4c53ffc9c067,0.003330533349449368,0.0,False,False,False,18,sha256:32e4055c8422559a34671c13ae660dca87871b1332d85befcc56ae5c90c701cc,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700711_update0360.pt,D1_seed20700711,360
a-h,0.13370444937511797,0.0010271632201753903,0.9964160169130662,"{""HET_S1_02"":0.16941673547611125,""HET_S1_03"":0.2092872656981899,""HET_S2_01"":3.1093721914311803,""HET_S2_03"":0.8185248477854868,""HET_S3_01"":1.3112562496595843,""HET_S3_02"":0.3837066330285832,""HET_S4_01"":0.7590225423069252,""HET_S4_02"":0.8982866276213791,""LCDF_01"":0.06306836234395043,""LCDF_04"":0.14242451651966212,""LCDF_05"":0.23022006065333772,""LCDF_06"":0.0026464898973814154,""LCDF_07"":0.046096133386184575,""LCDF_08"":0.4001167941280654}",1.7192945585348354,2.0558891633612766,"{""HET_S1_01"":0.08507738190358684,""HET_S2_02"":3.976254127083322,""HET_S3_03"":0.5219404361186908,""HET_S4_03"":0.9035840554098042}",3.5473928474858774,False,D1,sha256:65969e05cca049f0b36d30a14b90cbae495690089d259b2b69923c50bacb91b7,0.0035009675096622623,0.0,False,False,False,19,sha256:b41294879b88d09ccf8cd8955e41f392cafb2401252c8c8422392b5355c9a730,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700711_update0380.pt,D1_seed20700711,380
a-h,0.13257603041118596,0.0010677060882859804,0.9959897880390458,"{""HET_S1_02"":0.16890936787636998,""HET_S1_03"":0.2087976961472373,""HET_S2_01"":3.108474895500572,""HET_S2_03"":0.8180725084376513,""HET_S3_01"":1.3101734018535314,""HET_S3_02"":0.3833623072633666,""HET_S4_01"":0.7586463250181991,""HET_S4_02"":0.8976177508031439,""LCDF_01"":0.06295573263124883,""LCDF_04"":0.1422766239705998,""LCDF_05"":0.23001173429980837,""LCDF_06"":0.002509575351091851,""LCDF_07"":0.04594168625267009,""LCDF_08"":0.3999278457505532}",1.7185591097149098,2.055371557154614,"{""HET_S1_01"":0.08481539980890301,""HET_S2_02"":3.975332395895134,""HET_S3_03"":0.5215503638884684,""HET_S4_03"":0.9031793065999938}",3.5464997290298577,False,D1,sha256:1d68855ed41bdc9da7747a20e144900e3de15c9de8980f5bae5a82ecf72ee6d7,0.003687758043727432,0.0,False,False,False,20,sha256:98a852c814352c40f856a98547273857209fe43e72610ccb6fb01ef89ea8cab7,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700711_update0400.pt,D1_seed20700711,400
a-h,0.13385679834651623,0.001108010319462613,0.995565063020067,"{""HET_S1_02"":0.16841192542759825,""HET_S1_03"":0.20831690481944345,""HET_S2_01"":3.107581620406024,""HET_S2_03"":0.8176253230976401,""HET_S3_01"":1.309088332159651,""HET_S3_02"":0.3830179334229364,""HET_S4_01"":0.7582729759958119,""HET_S4_02"":0.8969489313025781,""LCDF_01"":0.062842763151163,""LCDF_04"":0.1421288577855997,""LCDF_05"":0.22980319162044785,""LCDF_06"":0.0023787139635562562,""LCDF_07"":0.04578797361158009,""LCDF_08"":0.3997400417490544}",1.7178262557647432,2.054856164277124,"{""HET_S1_01"":0.08455771689062636,""HET_S2_02"":3.97441392967275,""HET_S3_03"":0.5211653573708892,""HET_S4_03"":0.9027768283937617}",3.5456104296260587,False,D1,sha256:595f4938779ed527cd54ee3bbbcaa3881ba3d0913ab4a53f28eca5e4a01f8e19,0.003887326777076164,0.0,False,False,False,21,sha256:7923980abbfba445b022250b06210f443753850b65c45d048679f5f49e466713,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700711_update0420.pt,D1_seed20700711,420
a-h,0.1337056524148192,0.0011463303161072073,0.9951432481549959,"{""HET_S1_02"":0.1679275227181591,""HET_S1_03"":0.207846082158126,""HET_S2_01"":3.10669810515987,""HET_S2_03"":0.8171870709665814,""HET_S3_01"":1.307998089676841,""HET_S3_02"":0.38267022027084946,""HET_S4_01"":0.7579055256295872,""HET_S4_02"":0.8962798718231656,""LCDF_01"":0.06272915842019924,""LCDF_04"":0.14198160683559288,""LCDF_05"":0.22959443134446933,""LCDF_06"":0.0022584082865906414,""LCDF_07"":0.045636288456548865,""LCDF_08"":0.39955564811080385}",1.7170984232229975,2.0543441702479726,"{""HET_S1_01"":0.08430757905934548,""HET_S2_02"":3.9735011071433637,""HET_S3_03"":0.520783113384536,""HET_S4_03"":0.9023779761189037}",3.5447269948624855,False,D1,sha256:e16b593518924af4427440b74b555657c201714f270d18dc2a7ec10aa17f269e,0.004096961830998264,0.0,False,False,False,22,sha256:9b7bb4eca5ef07cfd9280590794e64f203bdec6ddfa471cb67164fce0af3c593,stage_07_Heterogeneous_Development_Pool/05_formal_retraining/stage07d/checkpoints/D1_seed20700711_update0440.pt,D1_seed20700711,440
