path,size_bytes,category,reason
project_wide_synthesis/01_artifact_inventory/complete_artifact_inventory.json,4325448,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
publication/verification_first_dynamic_neural_sph_v0_1/11_literature_verification/direct_competitors/xlsx_preview/full_matrix.png,224139,J,uncertain/manual review; retained on disk and not staged
publication/verification_first_dynamic_neural_sph_v0_1/11_literature_verification/direct_competitors/xlsx_preview/positioning.png,250371,J,uncertain/manual review; retained on disk and not staged
publication/verification_first_dynamic_neural_sph_v0_1/11_literature_verification/manifests/build_direct_competitor_xlsx.mjs,6979,J,uncertain/manual review; retained on disk and not staged
publication_cmame_v1/04_figures/01_graphical_abstract/graphical_abstract.pdf,49634,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/01_graphical_abstract/graphical_abstract.png,311620,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/01_graphical_abstract/graphical_abstract.svg,83021,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/02_fig01_framework/fig01_framework.pdf,60819,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/02_fig01_framework/fig01_framework.png,791187,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/02_fig01_framework/fig01_framework.svg,108626,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/03_fig02_architecture/fig02_architecture.pdf,75056,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/03_fig02_architecture/fig02_architecture.png,639367,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/03_fig02_architecture/fig02_architecture.svg,112972,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/04_fig03_verification/fig03_verification.pdf,77663,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/04_fig03_verification/fig03_verification.png,1555819,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/04_fig03_verification/fig03_verification.svg,333626,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/05_fig04_failed_learning_routes/fig04_failed_learning_routes.pdf,171504,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/05_fig04_failed_learning_routes/fig04_failed_learning_routes.png,1126573,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/05_fig04_failed_learning_routes/fig04_failed_learning_routes.svg,977292,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/06_fig05_discrete_defect/fig05_discrete_defect.pdf,65882,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/06_fig05_discrete_defect/fig05_discrete_defect.png,861822,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/06_fig05_discrete_defect/fig05_discrete_defect.svg,136260,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/07_fig06_optimizer_qualification/fig06_optimizer_qualification.pdf,65599,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/07_fig06_optimizer_qualification/fig06_optimizer_qualification.png,1092493,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/07_fig06_optimizer_qualification/fig06_optimizer_qualification.svg,110780,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/08_fig07_formal_training_v1/fig07_formal_training_v1.pdf,161187,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/08_fig07_formal_training_v1/fig07_formal_training_v1.png,1273116,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/08_fig07_formal_training_v1/fig07_formal_training_v1.svg,483250,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/09_fig08_heterogeneous_retraining/fig08_heterogeneous_retraining.pdf,188516,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/09_fig08_heterogeneous_retraining/fig08_heterogeneous_retraining.png,1173875,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/09_fig08_heterogeneous_retraining/fig08_heterogeneous_retraining.svg,561201,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/10_fig09_support_gap/fig09_support_gap.pdf,105130,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/10_fig09_support_gap/fig09_support_gap.png,1343727,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/10_fig09_support_gap/fig09_support_gap.svg,417784,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/11_fig10_systematic_coverage/fig10_systematic_coverage.pdf,71065,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/11_fig10_systematic_coverage/fig10_systematic_coverage.png,1120419,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/11_fig10_systematic_coverage/fig10_systematic_coverage.svg,155222,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S01_operator_checks/figS01_operator_checks.pdf,64913,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S01_operator_checks/figS01_operator_checks.png,687480,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S01_operator_checks/figS01_operator_checks.svg,103463,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S02_resource_gc/figS02_resource_gc.pdf,47695,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S02_resource_gc/figS02_resource_gc.png,552140,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S02_resource_gc/figS02_resource_gc.svg,67833,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S03_mms_plateau/figS03_mms_plateau.pdf,71984,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S03_mms_plateau/figS03_mms_plateau.png,691208,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S03_mms_plateau/figS03_mms_plateau.svg,142403,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S04_stage02_all_runs/figS04_stage02_all_runs.pdf,88775,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S04_stage02_all_runs/figS04_stage02_all_runs.png,710935,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S04_stage02_all_runs/figS04_stage02_all_runs.svg,198888,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S05_stage03_360_probe/figS05_stage03_360_probe.pdf,120939,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S05_stage03_360_probe/figS05_stage03_360_probe.png,590370,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S05_stage03_360_probe/figS05_stage03_360_probe.svg,556389,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S06_stage04_signal_decomposition/figS06_stage04_signal_decomposition.pdf,219504,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S06_stage04_signal_decomposition/figS06_stage04_signal_decomposition.png,2698587,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S06_stage04_signal_decomposition/figS06_stage04_signal_decomposition.svg,2017282,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S06_stage04_signal_decomposition/source_data.json,5480403,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
publication_cmame_v1/04_figures/12_supplementary/S07_stage05_fd_boundary/figS07_stage05_fd_boundary.pdf,64929,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S07_stage05_fd_boundary/figS07_stage05_fd_boundary.png,852334,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S07_stage05_fd_boundary/figS07_stage05_fd_boundary.svg,123938,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S08_stage06_590_scan/figS08_stage06_590_scan.pdf,83345,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S08_stage06_590_scan/figS08_stage06_590_scan.png,715017,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S08_stage06_590_scan/figS08_stage06_590_scan.svg,417665,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S09_stage06_six_lineage_origins/figS09_stage06_six_lineage_origins.pdf,126648,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S09_stage06_six_lineage_origins/figS09_stage06_six_lineage_origins.png,931672,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S09_stage06_six_lineage_origins/figS09_stage06_six_lineage_origins.svg,770452,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S10_stage07_652_scan/figS10_stage07_652_scan.pdf,106943,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S10_stage07_652_scan/figS10_stage07_652_scan.png,863031,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S10_stage07_652_scan/figS10_stage07_652_scan.svg,707130,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S11_stage07_fourteen_lineage_origins/figS11_stage07_fourteen_lineage_origins.pdf,202225,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S11_stage07_fourteen_lineage_origins/figS11_stage07_fourteen_lineage_origins.png,848048,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S11_stage07_fourteen_lineage_origins/figS11_stage07_fourteen_lineage_origins.svg,1803928,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S12_h2_diagnostics/figS12_h2_diagnostics.pdf,85130,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S12_h2_diagnostics/figS12_h2_diagnostics.png,1013737,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S12_h2_diagnostics/figS12_h2_diagnostics.svg,554435,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S13_stage08_192_candidates/figS13_stage08_192_candidates.pdf,83498,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S13_stage08_192_candidates/figS13_stage08_192_candidates.png,1076139,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S13_stage08_192_candidates/figS13_stage08_192_candidates.svg,290296,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S14_governance/figS14_governance.pdf,55813,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S14_governance/figS14_governance.png,763709,E,generated module-local figure duplicate; final exports selectively tracked
publication_cmame_v1/04_figures/12_supplementary/S14_governance/figS14_governance.svg,56136,E,generated module-local figure duplicate; final exports selectively tracked
stage_02_Particle_Interaction_Operator/02_operator_design/.gitkeep,1,J,uncertain/manual review; retained on disk and not staged
stage_02_Particle_Interaction_Operator/03_dataset/manifests/sample_hashes.sha256,1455,J,uncertain/manual review; retained on disk and not staged
stage_02_Particle_Interaction_Operator/03_dataset/references/r2_duplicate_edge_negative_n6__r2_reference.json,1871,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/03_dataset/references/r2_jitter05_n8__r2_reference.json,1826,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/03_dataset/references/r2_regular_n6__r2_reference.json,1823,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/03_dataset/samples/r2_duplicate_edge_negative_n6__t0.000000.json,234726,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/03_dataset/samples/r2_duplicate_edge_negative_n6__t0.002000.json,240743,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/03_dataset/samples/r2_jitter05_n8__t0.000000.json,419999,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/03_dataset/samples/r2_jitter05_n8__t0.002000.json,419762,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/03_dataset/samples/r2_regular_n6__t0.000000.json,234331,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/03_dataset/samples/r2_regular_n6__t0.002000.json,240325,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/03_dataset/schema/pio_dataset_schema.json,13029,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_models/.gitkeep,1,J,uncertain/manual review; retained on disk and not staged
stage_02_Particle_Interaction_Operator/04_target_attribution/acceptance/reference_acceptance_results.json,3381,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/bias_analysis/reference_bias_analysis.json,9106,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/conservation_closure/architecture_scope/architecture_scope_decision.json,1449,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/conservation_closure/continuum_balance/continuum_momentum_balance.json,1132,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/conservation_closure/force_decomposition/force_decomposition.json,51719,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/conservation_closure/pair_representability/jitter_pair_node_decomposition.json,198648,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/conservation_closure/particle_quadrature/reference_pair_conservation_comparison.json,8502,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/conservation_closure/qualification/stage02ir_qualification.json,596,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/disorder_study/disorder_study.json,4109,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/qualification/attribution_results_stage02e.json,7549,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/qualification/discretization_attribution_scores.json,7464,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/qualification/spatial_attribution_results.json,3963,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/qualification/stage02e_upgrade_decision.json,1194,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/qualification/stage02f_decision.json,330,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/qualification_closure/attribution_closure.json,1118,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/qualified_spatial_targets/attribution/resolution_attribution.json,2723,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/qualified_spatial_targets/attribution/six_component_attribution.json,5033,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/qualified_spatial_targets/attribution/support_attribution.json,3123,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/qualified_spatial_targets/targets/spatial_target_candidates.json,1080545,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/reference_fidelity/reference_candidate_results.json,1694883,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/reference_sensitivity/reference_sensitivity_budget.json,9061,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/resolution_extension/resolution_extension_results.json,4032,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/resolution_study/resolution_study.json,4087,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/spatial_refinement/controlled_spatial_targets.json,1945234,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/spatial_target/spatial_target_candidates.json,163007,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/support_study/support_study.json,4056,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/04_target_attribution/target_construction/candidate_target_pool.json,261026,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/blind_family_materialization/blind_family_formulas.json,17770,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/conservation/pair_only_conservation.json,25201,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/eligibility/record_eligibility_results.json,18738,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/leakage/leakage_graph.json,11351,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/normalization/train_only_graph_balanced_statistics.json,2999,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/qc/infrastructure_retry_log.json,2093,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/qc/quality_control_results.json,22247,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/reference_qualification/physical_preflight.json,20486,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/reference_qualification/reference_qualification.json,20952,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/target_qualification/blind_target_candidates.json,3651908,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/target_qualification/family_all_or_none_qualification.json,2554,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/target_qualification/family_all_or_none_qualification_retry1.json,2604,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/target_qualification/resolution_support_qualification.json,6700,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/target_qualification/resolution_support_qualification_retry1.json,10036,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/blind_multifamily_pair_scope_v1_0/target_qualification/target_core_qualification.json,6240,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_multifamily_pair_scope_v0_2/conservation/pair_only_conservation_qualification.json,20347,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_multifamily_pair_scope_v0_2/eligibility/dataset_eligibility_results.json,14024,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_multifamily_pair_scope_v0_2/family_preflight/family_separability_preflight.json,2826,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_multifamily_pair_scope_v0_2/family_preflight/physical_state_preflight.json,5111,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_multifamily_pair_scope_v0_2/leakage/multifamily_leakage_graph.json,5781,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_multifamily_pair_scope_v0_2/normalization/normalization_decision.json,702,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_multifamily_pair_scope_v0_2/qc/requalification_qc.json,390,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_multifamily_pair_scope_v0_2/reference_qualification/analytic_derivative_unit_tests.json,1499,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_multifamily_pair_scope_v0_2/reference_qualification/reference_qualification_results.json,30829,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_multifamily_pair_scope_v0_2/splits/prefrozen_split_result.json,1124,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_multifamily_pair_scope_v0_2/target_qualification/new_family_target_candidates.json,2710457,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_multifamily_pair_scope_v0_2/target_qualification/six_component_attribution.json,17276,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_regular_pair_scope_v0_1/eligibility/record_eligibility_results.json,4854,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_regular_pair_scope_v0_1/leakage/leakage_graph.json,5501,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_regular_pair_scope_v0_1/qc/quality_control_results.json,5949,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_regular_pair_scope_v0_1/schema/stage02j_graph_record_schema.json,5747,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_dataset/controlled_regular_pair_scope_v0_1/splits/split_feasibility.json,1002,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/05_training/.gitkeep,1,J,uncertain/manual review; retained on disk and not staged
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_architecture_v0_1/conservation_tests/.gitkeep,1,J,uncertain/manual review; retained on disk and not staged
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_architecture_v0_1/conservation_tests/conservation_results.json,137583,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_architecture_v0_1/data_loader/.gitkeep,1,J,uncertain/manual review; retained on disk and not staged
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_architecture_v0_1/differentiability/.gitkeep,1,J,uncertain/manual review; retained on disk and not staged
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_architecture_v0_1/differentiability/differentiability_results.json,8218,E/J,generated numerical evidence or manual-review payload; formal report/manifest retained
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_architecture_v0_1/feature_policy/.gitkeep,1,J,uncertain/manual review; retained on disk and not staged
stage_02_Particle_Interaction_Operator/06_model/pair_force_pio_architecture_v0_1/manifests/.gitkeep,1,J,uncertain/manual review; retained on disk and not staged
