panel,campaign,arm,seed,clipped_gradient_norm,graph_balanced_loss,learning_rate,parameters_finite,unclipped_gradient_norm,update,update_seconds
v0.1-K0,v0.1,K0,20261201,1.5959174066448153e-06,9.471760335603742e-07,0.00046,True,1.5959174066448153e-06,23,0.028596541960723698
v0.1-K0,v0.1,K0,20261201,1.4594753958120784e-06,9.466621900204683e-07,0.00048,True,1.4594753958120784e-06,24,0.028516000020317733
v0.1-K0,v0.1,K0,20261201,1.2604343725679343e-06,9.459878955440886e-07,0.0005,True,1.2604343725679343e-06,25,0.02841941697988659
v0.1-K0,v0.1,K0,20261201,1.0108123907187434e-06,9.452751680839673e-07,0.0005200000000000001,True,1.0108123907187434e-06,26,0.028541291947476566
v0.1-K0,v0.1,K0,20261201,7.249674703827802e-07,9.44645542017754e-07,0.00054,True,7.249674703827802e-07,27,0.02856174996122718
v0.1-K0,v0.1,K0,20261201,4.191164352031243e-07,9.44196895478708e-07,0.0005600000000000001,True,4.191164352031243e-07,28,0.02798041596543044
v0.1-K0,v0.1,K0,20261201,1.1216173124743039e-07,9.4398467876937e-07,0.00058,True,1.1216173124743039e-07,29,0.028046624967828393
v0.1-K0,v0.1,K0,20261201,1.8746793114223937e-07,9.440112847604722e-07,0.0006,True,1.8746793114223937e-07,30,0.02842524996958673
v0.1-K0,v0.1,K0,20261201,4.4973054837232357e-07,9.44226681718438e-07,0.00062,True,4.4973054837232357e-07,31,0.02849779208190739
v0.1-K0,v0.1,K0,20261201,6.663033933202433e-07,9.445414667738103e-07,0.00064,True,6.663033933202433e-07,32,0.027917457977309823
v0.1-K0,v0.1,K0,20261201,8.243275737944545e-07,9.448501214593089e-07,0.00066,True,8.243275737944545e-07,33,0.02840879198629409
v0.1-K0,v0.1,K0,20261201,9.154664857500655e-07,9.450585894474203e-07,0.00068,True,9.154664857500655e-07,34,0.02874149999115616
v0.1-K0,v0.1,K0,20261201,9.360703158450469e-07,9.451082833522709e-07,0.0007000000000000001,True,9.360703158450469e-07,35,0.031080916989594698
v0.1-K0,v0.1,K0,20261201,8.874066078656724e-07,9.449895634504483e-07,0.00072,True,8.874066078656724e-07,36,0.028491790988482535
v0.1-K0,v0.1,K0,20261201,7.755701468495901e-07,9.447411689323614e-07,0.00074,True,7.755701468495901e-07,37,0.02830208302475512
v0.1-K0,v0.1,K0,20261201,6.11134271183223e-07,9.444363016453332e-07,0.0007599999999999999,True,6.11134271183223e-07,38,0.028460374916903675
v0.1-K0,v0.1,K0,20261201,4.0862837020192407e-07,9.441595358907473e-07,0.00078,True,4.0862837020192407e-07,39,0.028661916963756084
v0.1-K0,v0.1,K0,20261201,1.861409255219577e-07,9.439809313667364e-07,0.0008,True,1.861409255219577e-07,40,0.0283310420345515
v0.1-K0,v0.1,K0,20261201,4.803541449821387e-08,9.439347065000684e-07,0.00082,True,4.803541449821387e-08,41,0.02925679099280387
v0.1-K0,v0.1,K0,20261201,2.4769060797804337e-07,9.44009341666503e-07,0.00084,True,2.4769060797804337e-07,42,0.028236208017915487
v0.1-K0,v0.1,K0,20261201,4.1579624727072205e-07,9.441532936308688e-07,0.0008600000000000001,True,4.1579624727072205e-07,43,0.028603665996342897
v0.1-K0,v0.1,K0,20261201,5.319765929681134e-07,9.442953161019257e-07,0.0008799999999999999,True,5.319765929681134e-07,44,0.028443415998481214
v0.1-K0,v0.1,K0,20261201,5.863468047551004e-07,9.443721658341521e-07,0.0009,True,5.863468047551004e-07,45,0.02842450002208352
v0.1-K0,v0.1,K0,20261201,5.759246587090615e-07,9.443524957936154e-07,0.00092,True,5.759246587090615e-07,46,0.028668083949014544
v0.1-K0,v0.1,K0,20261201,5.048982662967353e-07,9.442468765928672e-07,0.00094,True,5.048982662967353e-07,47,0.027930791024118662
v0.1-K0,v0.1,K0,20261201,3.841137200697036e-07,9.441000412245269e-07,0.00096,True,3.841137200697036e-07,48,0.02800874994136393
v0.1-K0,v0.1,K0,20261201,2.298944639111361e-07,9.439693913990436e-07,0.00098,True,2.298944639111361e-07,49,0.028293584007769823
v0.1-K0,v0.1,K0,20261201,6.46606995239197e-08,9.438996004846022e-07,0.001,True,6.46606995239197e-08,50,0.028300459031015635
v0.1-K0,v0.1,K0,20261201,1.0705466687686159e-07,9.439044336707699e-07,0.0009999972933796531,True,1.0705466687686159e-07,51,0.028646291932091117
v0.1-K0,v0.1,K0,20261201,2.404040851860734e-07,9.43961777022989e-07,0.0009999891735482113,True,2.404040851860734e-07,52,0.028010833077132702
v0.1-K0,v0.1,K0,20261201,3.336923774500731e-07,9.440290224751437e-07,0.0009999756405944717,True,3.336923774500731e-07,53,0.029092457960359752
v0.1-K0,v0.1,K0,20261201,3.7834280856148465e-07,9.440670651452032e-07,0.0009999566946664287,True,3.7834280856148465e-07,54,0.028265041997656226
v0.1-K0,v0.1,K0,20261201,3.731716649922264e-07,9.440569927107528e-07,0.000999932335971272,True,3.731716649922264e-07,55,0.02817066595889628
v0.1-K0,v0.1,K0,20261201,3.2315488382635964e-07,9.44005107409834e-07,0.0009999025647753844,True,3.2315488382635964e-07,56,0.028155374922789633
v0.1-K0,v0.1,K0,20261201,2.383574135383525e-07,9.439359105377453e-07,0.0009998673814043389,True,2.383574135383525e-07,57,0.02833462494891137
v0.1-K0,v0.1,K0,20261201,1.3273923704181706e-07,9.438780496799831e-07,0.000999826786242895,True,1.3273923704181706e-07,58,0.028195958002470434
v0.1-K0,v0.1,K0,20261201,3.09301819519457e-08,9.4385056195592e-07,0.0009997807797349947,True,3.09301819519457e-08,59,0.028562208986841142
v0.1-K0,v0.1,K0,20261201,9.179859670154526e-08,9.438555759676556e-07,0.0009997293623837584,True,9.179859670154526e-08,60,0.027728250017389655
v0.1-K0,v0.1,K0,20261201,1.740292062791321e-07,9.438799304768037e-07,0.0009996725347514778,True,1.740292062791321e-07,61,0.029034749954007566
v0.1-K0,v0.1,K0,20261201,2.275662151904854e-07,9.4390375422028e-07,0.0009996102974596105,True,2.275662151904854e-07,62,0.0283082079840824
v0.1-K0,v0.1,K0,20261201,2.469630858306705e-07,9.439109777131958e-07,0.0009995426511887737,True,2.469630858306705e-07,63,0.02825820806901902
v0.1-K0,v0.1,K0,20261201,2.3251018114351348e-07,9.438964247744407e-07,0.0009994695966787366,True,2.3251018114351348e-07,64,0.02832325000781566
v0.1-K0,v0.1,K0,20261201,1.8916049955282226e-07,9.438665185825674e-07,0.0009993911347284108,True,1.8916049955282226e-07,65,0.028500666026957333
v0.1-K0,v0.1,K0,20261201,1.2562038094843744e-07,9.43834220531796e-07,0.0009993072661958443,True,1.2562038094843744e-07,66,0.02848070894833654
v0.1-K0,v0.1,K0,20261201,5.464680828368067e-08,9.438115861687829e-07,0.0009992179919982099,True,5.464680828368067e-08,67,0.02845370804425329
v0.1-K0,v0.1,K0,20261201,3.6691736001014465e-08,9.438039777640498e-07,0.0009991233131117954,True,3.6691736001014465e-08,68,0.029342708992771804
v0.1-K0,v0.1,K0,20261201,9.333585309298563e-08,9.438085236508563e-07,0.0009990232305719944,True,9.333585309298563e-08,69,0.028373582987114787
v0.1-K0,v0.1,K0,20261201,1.3757195616303244e-07,9.438169113541116e-07,0.0009989177454732933,True,1.3757195616303244e-07,70,0.028258583042770624
v0.1-K0,v0.1,K0,20261201,1.5988357772325902e-07,9.438204379580828e-07,0.0009988068589692606,True,1.5988357772325902e-07,71,0.028415500069968402
v0.1-K0,v0.1,K0,20261201,1.5868818829362206e-07,9.438144358321347e-07,0.0009986905722725327,True,1.5868818829362206e-07,72,0.028025499894283712
v0.1-K0,v0.1,K0,20261201,1.362252853583126e-07,9.437999484594934e-07,0.000998568886654803,True,1.362252853583126e-07,73,0.028442458948120475
v0.1-K0,v0.1,K0,20261201,9.785577933913794e-08,9.437822419320138e-07,0.0009984418034468053,True,9.785577933913794e-08,74,0.028423332958482206
v0.1-K0,v0.1,K0,20261201,5.224457640323908e-08,9.437674014821009e-07,0.0009983093240383016,True,5.224457640323908e-08,75,0.02917225006967783
v0.1-K0,v0.1,K0,20261201,2.638330173597073e-08,9.437590494365011e-07,0.0009981714498780653,True,2.638330173597073e-08,76,0.02848937502130866
v0.1-K0,v0.1,K0,20261201,5.690769854071553e-08,9.437568594593047e-07,0.0009980281824738663,True,5.690769854071553e-08,77,0.02841475000604987
v0.1-K0,v0.1,K0,20261201,8.832438694911443e-08,9.437573697401461e-07,0.0009978795233924536,True,8.832438694911443e-08,78,0.028634417103603482
v0.1-K0,v0.1,K0,20261201,1.0600034916968525e-07,9.437563210317223e-07,0.0009977254742595397,True,1.0600034916968525e-07,79,0.02801904093939811
v0.1-K0,v0.1,K0,20261201,1.0757011548663936e-07,9.437510474577075e-07,0.0009975660367597806,True,1.0757011548663936e-07,80,0.02824337501078844
v0.1-K0,v0.1,K0,20261201,9.417225810647399e-08,9.437416326968779e-07,0.0009974012126367597,True,9.417225810647399e-08,81,0.029274499975144863
v0.1-K0,v0.1,K0,20261201,6.960694863449478e-08,9.437304003621702e-07,0.000997231003692967,True,6.960694863449478e-08,82,0.02872933296021074
v0.1-K0,v0.1,K0,20261201,4.078423843373925e-08,9.437202761691644e-07,0.0009970554117897804,True,4.078423843373925e-08,83,0.02892679104115814
v0.1-K0,v0.1,K0,20261201,2.5978480155615252e-08,9.437130915722124e-07,0.0009968744388474447,True,2.5978480155615252e-08,84,0.028584792045876384
v0.1-K0,v0.1,K0,20261201,4.2632945089296914e-08,9.437087645736583e-07,0.000996688086845051,True,4.2632945089296914e-08,85,0.02864862501155585
v0.1-K0,v0.1,K0,20261201,6.235299307448078e-08,9.437056662925387e-07,0.000996496357820515,True,6.235299307448078e-08,86,0.028127957950346172
v0.1-K0,v0.1,K0,20261201,7.347003005812493e-08,9.437017807775798e-07,0.0009962992538705543,True,7.347003005812493e-08,87,0.028111208928748965
v0.1-K0,v0.1,K0,20261201,7.380816929645118e-08,9.436958883794028e-07,0.0009960967771506667,True,7.380816929645118e-08,88,0.028429082944057882
v0.1-K0,v0.1,K0,20261201,6.424050159189096e-08,9.436881102919729e-07,0.0009958889298751045,True,6.424050159189096e-08,89,0.028351375018246472
v0.1-K0,v0.1,K0,20261201,4.7909600308920786e-08,9.43679611886879e-07,0.0009956757143168527,True,4.7909600308920786e-08,90,0.028429208090528846
v0.1-K0,v0.1,K0,20261201,3.108569345622617e-08,9.436717660405875e-07,0.0009954571328076023,True,3.108569345622617e-08,91,0.028368750005029142
v0.1-K0,v0.1,K0,20261201,2.6519215515939928e-08,9.436653359355359e-07,0.0009952331877377259,True,2.6519215515939928e-08,92,0.028988709091208875
v0.1-K0,v0.1,K0,20261201,3.7039137568583094e-08,9.436601397689686e-07,0.0009950038815562505,True,3.7039137568583094e-08,93,0.02807795803528279
v0.1-K0,v0.1,K0,20261201,4.830717156880586e-08,9.436553133279131e-07,0.000994769216770832,True,4.830717156880586e-08,94,0.028377083013765514
v0.1-K0,v0.1,K0,20261201,5.384141897542644e-08,9.436499241183059e-07,0.0009945291959477269,True,5.384141897542644e-08,95,0.028358625015243888
v0.1-K0,v0.1,K0,20261201,5.2312009840238345e-08,9.436435244122025e-07,0.0009942838217117645,True,5.2312009840238345e-08,96,0.028292624978348613
v0.1-K0,v0.1,K0,20261201,4.478425067898243e-08,9.436363297918516e-07,0.0009940330967463178,True,4.478425067898243e-08,97,0.02838362497277558
v0.1-K0,v0.1,K0,20261201,3.431972077908886e-08,9.436289784214604e-07,0.0009937770237932752,True,3.431972077908886e-08,98,0.028664833051152527
v0.1-K0,v0.1,K0,20261201,2.654628392286969e-08,9.436220808497878e-07,0.0009935156056530097,True,2.654628392286969e-08,99,0.02864649996627122
v0.1-K0,v0.1,K0,20261201,2.7430942828850403e-08,9.436158613611969e-07,0.0009932488451843476,True,2.7430942828850403e-08,100,0.028251499985344708
v0.1-K0,v0.1,K0,20261201,3.393508857437394e-08,9.436100897117557e-07,0.000992976745304539,True,3.393508857437394e-08,101,0.029242416960187256
v0.1-K0,v0.1,K0,20261201,3.944714134375752e-08,9.436042967738292e-07,0.0009926993089892245,True,3.944714134375752e-08,102,0.028362459037452936
v0.1-K0,v0.1,K0,20261201,4.1014410011106704e-08,9.43598098028572e-07,0.0009924165392724033,True,4.1014410011106704e-08,103,0.028328291955403984
v0.1-K0,v0.1,K0,20261201,3.8334414186562266e-08,9.435914117593632e-07,0.0009921284392463998,True,3.8334414186562266e-08,104,0.028238833067007363
v0.1-K0,v0.1,K0,20261201,3.2852475518957325e-08,9.435844565742707e-07,0.0009918350120618293,True,3.2852475518957325e-08,105,0.02899883408099413
v0.1-K0,v0.1,K0,20261201,2.751586128979189e-08,9.435775657187205e-07,0.0009915362609275648,True,2.751586128979189e-08,106,0.028447666903957725
v0.1-K0,v0.1,K0,20261201,2.5825839728623562e-08,9.435709619392287e-07,0.000991232189110701,True,2.5825839728623562e-08,107,0.028254833072423935
v0.1-K0,v0.1,K0,20261201,2.8336126769324368e-08,9.435646381962387e-07,0.0009909227999365183,True,2.8336126769324368e-08,108,0.02812637493479997
v0.1-K0,v0.1,K0,20261201,3.195809629371332e-08,9.435584009994616e-07,0.0009906080967884469,True,3.195809629371332e-08,109,0.02848087507300079
v0.1-K0,v0.1,K0,20261201,3.396241306445365e-08,9.435520228979954e-07,0.0009902880831080306,True,3.396241306445365e-08,110,0.02791725005954504
v0.1-K0,v0.1,K0,20261201,3.339770140950906e-08,9.435453907831058e-07,0.0009899627623948875,True,3.339770140950906e-08,111,0.02848112501669675
v0.1-K0,v0.1,K0,20261201,3.076002828319843e-08,9.435385572910577e-07,0.0009896321382066727,True,3.076002828319843e-08,112,0.027957709040492773
v0.1-K0,v0.1,K0,20261201,2.7598599048960664e-08,9.435316786529559e-07,0.0009892962141590392,True,2.7598599048960664e-08,113,0.02824404207058251
v0.1-K0,v0.1,K0,20261201,2.5841487910508206e-08,9.435248971611121e-07,0.000988954993925599,True,2.5841487910508206e-08,114,0.028395333094522357
v0.1-K0,v0.1,K0,20261201,2.6354006351608896e-08,9.43518252438997e-07,0.0009886084812378818,True,2.6354006351608896e-08,115,0.02832341694738716
v0.1-K0,v0.1,K0,20261201,2.811190625779852e-08,9.435116736830503e-07,0.0009882566798852944,True,2.811190625779852e-08,116,0.028286416083574295
v0.1-K0,v0.1,K0,20261201,2.9486289598913266e-08,9.435050444851284e-07,0.0009878995937150806,True,2.9486289598913266e-08,117,0.028221833053976297
v0.1-K0,v0.1,K0,20261201,2.9565402331523752e-08,9.434982862498256e-07,0.000987537226632277,True,2.9565402331523752e-08,118,0.028742583002895117
v0.1-K0,v0.1,K0,20261201,2.8408919368002414e-08,9.43491402859941e-07,0.0009871695825996725,True,2.8408919368002414e-08,119,0.028154750005342066
v0.1-K0,v0.1,K0,20261201,2.6820050383956624e-08,9.434844638008326e-07,0.0009867966656377629,True,2.6820050383956624e-08,120,0.028276707977056503
v0.1-K0,v0.1,K0,20261201,2.5843955261355558e-08,9.434775469897543e-07,0.0009864184798247086,True,2.5843955261355558e-08,121,0.029485416947863996
v0.1-K0,v0.1,K0,20261201,2.601470082937595e-08,9.434706856770694e-07,0.000986035029296289,True,2.601470082937595e-08,122,0.02864770800806582
v0.1-K0,v0.1,K0,20261201,2.6944901575278433e-08,9.43463853938991e-07,0.0009856463182458578,True,2.6944901575278433e-08,123,0.028210041928105056
v0.1-K0,v0.1,K0,20261201,2.7792965890551847e-08,9.434569940528746e-07,0.0009852523509242964,True,2.7792965890551847e-08,124,0.028310416964814067
v0.1-K0,v0.1,K0,20261201,2.796546790007226e-08,9.434500605330028e-07,0.0009848531316399684,True,2.796546790007226e-08,125,0.028546708053909242
v0.1-K0,v0.1,K0,20261201,2.7409335825288065e-08,9.434430484973302e-07,0.0009844486647586723,True,2.7409335825288065e-08,126,0.02904191694688052
v0.1-K0,v0.1,K0,20261201,2.6532354776211218e-08,9.434359898322178e-07,0.0009840389547035929,True,2.6532354776211218e-08,127,0.02842266601510346
v0.1-K0,v0.1,K0,20261201,2.589817659411926e-08,9.434289251087966e-07,0.0009836240059552537,True,2.589817659411926e-08,128,0.028516082908026874
v0.1-K0,v0.1,K0,20261201,2.5826841144447618e-08,9.434218744000022e-07,0.0009832038230514675,True,2.5826841144447618e-08,129,0.02930233406368643
v0.1-K0,v0.1,K0,20261201,2.6185515018536626e-08,9.434148271230732e-07,0.0009827784105872876,True,2.6185515018536626e-08,130,0.02845558396074921
v0.1-K0,v0.1,K0,20261201,2.657049395861419e-08,9.434077546944602e-07,0.0009823477732149562,True,2.657049395861419e-08,131,0.02849704201798886
v0.1-K0,v0.1,K0,20261201,2.6658479865520987e-08,9.43400633447987e-07,0.000981911915643855,True,2.6658479865520987e-08,132,0.02834216703195125
v0.1-K0,v0.1,K0,20261201,2.640774269405111e-08,9.433934602173987e-07,0.0009814708426404523,True,2.640774269405111e-08,133,0.028545583016239107
v0.1-K0,v0.1,K0,20261201,2.6031410014324176e-08,9.433862509614595e-07,0.000981024559028252,True,2.6031410014324176e-08,134,0.028457334032282233
v0.1-K0,v0.1,K0,20261201,2.581175625124246e-08,9.433790262211064e-07,0.00098057306968774,True,2.581175625124246e-08,135,0.028498333995230496
v0.1-K0,v0.1,K0,20261201,2.5883426965123837e-08,9.433717958138143e-07,0.000980116379556331,True,2.5883426965123837e-08,136,0.028534416924230754
v0.1-K0,v0.1,K0,20261201,2.614868822994289e-08,9.433645536844594e-07,0.0009796544936283161,True,2.614868822994289e-08,137,0.028283874969929457
v0.1-K0,v0.1,K0,20261201,2.6385174722727782e-08,9.433572848699646e-07,0.000979187416954805,True,2.6385174722727782e-08,138,0.028590040979906917
v0.1-K0,v0.1,K0,20261201,2.6425813467327742e-08,9.433499776150425e-07,0.0009787151546436735,True,2.6425813467327742e-08,139,0.02826383290812373
v0.1-K0,v0.1,K0,20261201,2.6261518399181825e-08,9.433426311418291e-07,0.000978237711859507,True,2.6261518399181825e-08,140,0.02865908306557685
v0.1-K0,v0.1,K0,20261201,2.6019226431261212e-08,9.433352542407816e-07,0.0009777550938235428,True,2.6019226431261212e-08,141,0.029300958034582436
v0.1-K0,v0.1,K0,20261201,2.585368390303518e-08,9.433278572378054e-07,0.0009772673058136146,True,2.585368390303518e-08,142,0.02851854101754725
v0.1-K0,v0.1,K0,20261201,2.5835221865407918e-08,9.433204442497929e-07,0.0009767743531640942,True,2.5835221865407918e-08,143,0.028464125003665686
v0.1-K0,v0.1,K0,20261201,2.591607360184361e-08,9.433130112910218e-07,0.0009762762412658323,True,2.591607360184361e-08,144,0.028451165999285877
v0.1-K0,v0.1,K0,20261201,2.59914395016267e-08,9.433055506162274e-07,0.0009757729755661011,True,2.59914395016267e-08,145,0.02832408295944333
v0.1-K0,v0.1,K0,20261201,2.59907145651025e-08,9.432980570644596e-07,0.0009752645615685335,True,2.59907145651025e-08,146,0.028359708026982844
v0.1-K0,v0.1,K0,20261201,2.5923911338620114e-08,9.432905313994724e-07,0.0009747510048330638,True,2.5923911338620114e-08,147,0.028473875019699335
v0.1-K0,v0.1,K0,20261201,2.585900089603751e-08,9.432829786838192e-07,0.0009742323109758659,True,2.585900089603751e-08,148,0.029072667006403208
v0.1-K0,v0.1,K0,20261201,2.585865002851632e-08,9.432754037257907e-07,0.0009737084856692929,True,2.585865002851632e-08,149,0.02875737496651709
v0.1-K0,v0.1,K0,20261201,2.592949119727698e-08,9.432678074805713e-07,0.0009731795346418141,True,2.592949119727698e-08,150,0.028453833074308932
v0.1-K0,v0.1,K0,20261201,2.6022013862175793e-08,9.432601869381214e-07,0.0009726454636779537,True,2.6022013862175793e-08,151,0.02841995796188712
v0.1-K0,v0.1,K0,20261201,2.607405723066808e-08,9.432525380027947e-07,0.000972106278618226,True,2.607405723066808e-08,152,0.028356417082250118
v0.1-K0,v0.1,K0,20261201,2.6057239728104942e-08,9.432448587016327e-07,0.0009715619853590721,True,2.6057239728104942e-08,153,0.028395832981914282
v0.1-K0,v0.1,K0,20261201,2.599153280373784e-08,9.432371502482246e-07,0.0009710125898527964,True,2.599153280373784e-08,154,0.02849908301141113
v0.1-K0,v0.1,K0,20261201,2.5923271751911204e-08,9.432294155199439e-07,0.0009704580981074999,True,2.5923271751911204e-08,155,0.028382874908857048
v0.1-K0,v0.1,K0,20261201,2.5888493867948687e-08,9.432216565442419e-07,0.0009698985161870153,True,2.5888493867948687e-08,156,0.02849029190838337
v0.1-K0,v0.1,K0,20261201,2.589084587251186e-08,9.432138730791225e-07,0.0009693338502108411,True,2.589084587251186e-08,157,0.028686749981716275
v0.1-K0,v0.1,K0,20261201,2.5908182102826396e-08,9.432060631862247e-07,0.0009687641063540738,True,2.5908182102826396e-08,158,0.02851800003554672
v0.1-K0,v0.1,K0,20261201,2.591723367770835e-08,9.431982250110699e-07,0.0009681892908473412,True,2.591723367770835e-08,159,0.02857012499589473
v0.1-K0,v0.1,K0,20261201,2.591330782434961e-08,9.431903581831022e-07,0.0009676094099767331,True,2.591330782434961e-08,160,0.0283277080161497
v0.1-K0,v0.1,K0,20261201,2.5910356585194932e-08,9.431824638086385e-07,0.0009670244700837342,True,2.5910356585194932e-08,161,0.029491916997358203
v0.1-K0,v0.1,K0,20261201,2.5924914738139068e-08,9.431745432991546e-07,0.0009664344775651534,True,2.5924914738139068e-08,162,0.028543249936774373
v0.1-K0,v0.1,K0,20261201,2.595964401116196e-08,9.431665971508319e-07,0.0009658394388730542,True,2.595964401116196e-08,163,0.028395458008162677
v0.1-K0,v0.1,K0,20261201,2.600028391731218e-08,9.431586246465033e-07,0.0009652393605146844,True,2.600028391731218e-08,164,0.028396334033459425
v0.1-K0,v0.1,K0,20261201,2.6026948651689404e-08,9.431506245642208e-07,0.000964634249052405,True,2.6026948651689404e-08,165,0.028844790998846292
v0.1-K0,v0.1,K0,20261201,2.602890942906934e-08,9.431425961662431e-07,0.0009640241111036179,True,2.602890942906934e-08,166,0.02851812494918704
v0.1-K0,v0.1,K0,20261201,2.601091708984101e-08,9.431345396390882e-07,0.0009634089533406938,True,2.601091708984101e-08,167,0.028572415933012962
v0.1-K0,v0.1,K0,20261201,2.5987602977969967e-08,9.43126455728842e-07,0.0009627887824908998,True,2.5987602977969967e-08,168,0.02842737501487136
v0.1-K0,v0.1,K0,20261201,2.5972122254263106e-08,9.43118345000091e-07,0.0009621636053363246,True,2.5972122254263106e-08,169,0.028314833994954824
v0.1-K0,v0.1,K0,20261201,2.5968527779871696e-08,9.431102073757012e-07,0.0009615334287138054,True,2.5968527779871696e-08,170,0.02869720896705985
v0.1-K0,v0.1,K0,20261201,2.5972776156507315e-08,9.431020422772391e-07,0.0009608982595148531,True,2.5972776156507315e-08,171,0.028692041989415884
v0.1-K0,v0.1,K0,20261201,2.5979499590479457e-08,9.430938491458503e-07,0.000960258104685576,True,2.5979499590479457e-08,172,0.028418750036507845
v0.1-K0,v0.1,K0,20261201,2.5987598749986055e-08,9.430856278515463e-07,0.0009596129712266049,True,2.5987598749986055e-08,173,0.028280166909098625
v0.1-K0,v0.1,K0,20261201,2.6000120670446565e-08,9.430773786733447e-07,0.0009589628661930158,True,2.6000120670446565e-08,174,0.028384209028445184
v0.1-K0,v0.1,K0,20261201,2.6019635901899487e-08,9.430691019388453e-07,0.0009583077966942535,True,2.6019635901899487e-08,175,0.028943957993760705
v0.1-K0,v0.1,K0,20261201,2.6044079519840485e-08,9.430607976788282e-07,0.0009576477698940526,True,2.6044079519840485e-08,176,0.028750540921464562
v0.1-K0,v0.1,K0,20261201,2.606696019563076e-08,9.430524655821685e-07,0.000956982793010361,True,2.606696019563076e-08,177,0.029986208071932197
v0.1-K0,v0.1,K0,20261201,2.608156752146367e-08,9.430441052408332e-07,0.0009563128733152589,True,2.608156752146367e-08,178,0.029638499952852726
v0.1-K0,v0.1,K0,20261201,2.6085422492425847e-08,9.430357164352523e-07,0.000955638018134881,True,2.6085422492425847e-08,179,0.028917665942572057
v0.1-K0,v0.1,K0,20261201,2.6081449037270305e-08,9.430272992174293e-07,0.0009549582348493355,True,2.6081449037270305e-08,180,0.02861166698858142
v0.1-K0,v0.1,K0,20261201,2.6075422097291557e-08,9.430188537576668e-07,0.0009542735308926232,True,2.6075422097291557e-08,181,0.030760042020119727
v0.1-K0,v0.1,K0,20261201,2.6072194313884204e-08,9.430103801235208e-07,0.000953583913752557,True,2.6072194313884204e-08,182,0.028612916939891875
