step,stage,stage_time,position_object_identity,source_l1,source_l2,source_linf,external_force_x,external_force_y,internal_force_x,internal_force_y,total_force_x,total_force_y,assembly_defect_l2,pair_force_residual,internal_force_residual,viscous_power
6,midpoint,0.00275,4502853648,2.130815748203534,2.2214453814581967,3.0258393732790783,-2.6237692574149207e-16,1.1297386637298956e-16,-1.3227266504323154e-16,-1.734723475976807e-18,-3.6526771191036644e-16,6.797947621484113e-17,5.2294297658922486e-17,0.0,4.3656463025295215e-18,-2.928897474872394e-06
7,start,0.003,4502950272,2.1308157499785585,2.2214453829285468,3.025840272258506,-2.0274580625478933e-16,-1.7607443281164592e-16,1.470178145890344e-16,9.6710833785707e-17,-5.692061405548898e-17,-7.562310153086393e-17,3.9260246656328134e-18,0.0,5.800749976231514e-18,-3.4740755203489217e-06
7,midpoint,0.0032500000000000003,4502849168,2.1308157517475177,2.2214453843936046,3.025841170648184,-2.717010644248674e-16,-1.0104764247564901e-16,9.497611030973019e-17,1.5677563414140394e-16,-1.4360257774570506e-16,2.699663409488906e-17,4.384726586941618e-17,0.0,6.0351688432410674e-18,-4.0652886885251565e-06
8,start,0.0035,4502952832,2.130815753794738,2.221445386088487,3.0258422159088503,-3.3176586478056436e-16,-7.719519468096792e-17,-2.5825695748604716e-16,-1.5265566588595902e-16,-6.02328516924322e-16,-2.2920033926343564e-16,1.2322877057534095e-17,0.0,9.922696438188842e-18,-4.696701360226298e-06
8,midpoint,0.00375,4502854128,2.1308157558341945,2.2214453877765914,3.0258432604654506,-3.2742905609062234e-16,-1.0863705768304754e-16,2.5652223401007035e-16,3.0574501264091225e-17,-4.049495114233359e-17,-1.2262326570811055e-16,5.394940876706036e-17,0.0,8.470074812004808e-18,-5.3731409866770475e-06
9,start,0.004,4502951472,2.130815758143116,2.2214453896869015,3.025844450389339,-6.828305282313707e-16,4.7704895589362195e-18,9.606031248221569e-17,6.722053469410127e-17,-5.720250662033521e-16,8.012254054667878e-17,1.683867549309755e-17,0.0,3.8439363001143855e-18,-6.08684518235785e-06
9,midpoint,0.00425,4502861728,2.1308157604424105,2.2214453915888024,3.0258456394955413,-6.941062308252199e-16,-1.0495077029659683e-16,-2.3223610534639505e-16,-5.767955557622884e-17,-9.087240508687255e-16,-1.0343288725511712e-16,6.176358729794912e-17,0.0,8.274988156087588e-18,-6.844444620039351e-06
10,start,0.0045000000000000005,4502958352,2.1308157630012476,2.2214453937043164,3.025846972244837,-6.609296443471635e-16,-3.0682921481339775e-16,-1.0169816377914032e-16,2.0101108277881252e-16,-7.650672630143962e-16,-1.2387009820646888e-16,1.8216048496363568e-17,0.0,7.361851725223632e-18,-7.636000972472414e-06
10,midpoint,0.004750000000000001,4502858048,2.1308157655484425,2.2214453958096567,3.0258483040637123,-7.305354238207329e-16,-3.9942008034365983e-16,5.399326818977812e-17,1.9949319973733282e-17,-6.929136084354859e-16,-3.8017549178204213e-16,1.638661384466639e-17,0.0,1.8778625199009716e-18,-8.470204172765017e-06
11,start,0.005000000000000001,4502947872,2.1308157683441813,2.2214453981190894,3.025849777583691,-8.636754506019528e-16,-2.409097227262791e-16,-2.940356291780688e-16,8.673617379884035e-17,-1.2383757214129432e-15,-1.6685871434551913e-16,8.165597241752572e-17,0.0,9.920896238032797e-18,-9.33470408419523e-06
11,midpoint,0.005250000000000001,4502854208,2.130815771126122,2.2214454004164597,3.0258512500615864,-8.458945349731906e-16,-1.4224732503009818e-16,-2.6216008530699497e-16,-3.404394821604484e-17,-1.0870210981339667e-15,-1.9114484300919443e-16,2.574951627858883e-17,0.0,8.592155381419066e-18,-1.0240493334581828e-05
12,start,0.005500000000000001,4502946672,2.1308157741445877,2.221445402907523,3.0258528620838336,-1.0397498834135988e-15,-3.8359072862537147e-16,4.557985933129061e-16,2.3418766925686896e-17,-5.494736610156536e-16,-3.397889608569571e-16,4.005213640594169e-17,0.0,1.4803343303462025e-17,-1.117258883936019e-05
12,midpoint,0.005750000000000002,4502855968,2.130815777146972,2.221445405384523,3.0258544729535943,-1.051025586007448e-15,-3.0010716134398763e-16,-7.047314121155779e-17,3.0357660829594124e-18,-1.1040430722419892e-15,-3.171833455606343e-16,2.6630629649530844e-17,0.0,2.2832480682979424e-18,-1.2144515283257582e-05
13,start,0.006000000000000002,4502953872,2.130815780372905,2.2214454080439916,3.0258562209995583,-9.24173931826644e-16,-2.5760643618255585e-16,3.469446951953614e-16,1.2793585635328952e-17,-5.439442299359776e-16,-2.3153137393427947e-16,3.583698217940187e-17,0.0,1.1213005155571077e-17,-1.3138451556982837e-05
13,midpoint,0.006250000000000002,4502861328,2.1308157835803594,2.2214454106872945,3.0258579677840762,-9.610368056911511e-16,-3.22441726097189e-16,3.627740469136498e-16,5.421010862427522e-18,-6.670011765130823e-16,-2.887772486415141e-16,7.431462492669337e-17,0.0,1.1692139508563216e-17,-1.4170668310091117e-05
14,start,0.006500000000000002,4502897840,2.1308157869974935,2.2214454135010766,3.025859849168937,-9.217886870471759e-16,-2.654126918244515e-16,4.228388472693467e-17,7.762887554996212e-17,-8.698554029851202e-16,-1.2473745994445729e-16,6.37805139052831e-17,0.0,2.8419902389059572e-18,-1.5220318627634803e-05
14,midpoint,0.0067500000000000025,4502859568,2.13081579039365,2.2214454162965023,3.0258617291850243,-6.464013352358577e-16,-1.0321604682062002e-16,-4.163336342344337e-17,9.974659986866641e-18,-7.440337408681774e-16,-6.993104012531504e-17,6.06569451256747e-17,0.0,1.3731481500321716e-18,-1.6306616289531312e-05
15,start,0.007000000000000003,4502955232,2.1308157939847994,2.221445419249713,3.0258637410218867,-8.177052784885674e-16,-1.6631661325927638e-16,-4.0007060164715114e-16,-1.936385080059111e-16,-1.2216247978480421e-15,-3.7198976537977657e-16,1.2635142520804897e-17,0.0,1.4220137826689996e-17,-1.740551921959861e-05
15,midpoint,0.007250000000000003,4502855888,2.130815797552387,2.2214454221823017,3.025865751384465,-9.172350379227368e-16,-5.594483210025203e-17,-1.5178830414797062e-16,-1.0625181290357943e-16,-1.0525434690489277e-15,-1.6246769554695284e-16,1.648210190512447e-17,0.0,5.9129492110392644e-18,-1.853936356489439e-05
16,start,0.007500000000000003,4502949712,2.1308158012995326,2.221445425259344,3.0258678905888576,-8.385219602002891e-16,-1.3183898417423734e-16,1.3877787807814457e-16,8.239936510889834e-17,-7.13025558735092e-16,-6.120321263680673e-17,1.7742033556921998e-17,0.0,5.160781219228646e-18,-1.968076217530678e-05
16,midpoint,0.007750000000000003,4502904080,2.130815805020463,2.2214454283134346,3.0258700282154543,-8.875278983966339e-16,-2.194425197110661e-16,1.6740081543176188e-16,-2.168404344971009e-17,-7.653383135575176e-16,-1.577514160966409e-16,9.484445434324326e-17,0.0,5.358397652525744e-18,-2.0855333795574104e-05
17,start,0.008000000000000004,4502862448,2.13081580890485,2.2214454314980787,3.0258722915101344,-9.384854005034526e-16,-4.9873299934333204e-18,-2.174909558005922e-16,-2.168404344971009e-18,-1.1780940806227491e-15,3.984442983884229e-17,5.194428901935553e-17,0.0,6.885106303981579e-18,-2.2032216631393015e-05
17,midpoint,0.008250000000000004,4502898400,2.1308158127603116,2.221445434657396,3.025874553125684,-8.151031932746022e-16,-1.1904539853890839e-16,1.8713329497099807e-16,-9.497611030973019e-17,-6.516597157724124e-16,-2.425902360936316e-16,3.7113065463583864e-17,0.0,6.624548165615352e-18,-2.324045228736277e-05
18,start,0.008500000000000004,4502956512,2.130815816762545,2.2214454379328674,3.02587693704573,-1.0341120321166741e-15,-6.938893903907228e-18,2.0773313624822265e-16,-1.431146867680866e-17,-8.55435514091063e-16,-3.2959746043559335e-17,3.1327252091661527e-17,0.0,6.553850880589546e-18,-2.4445595873333772e-05
18,midpoint,0.008750000000000004,4502854048,2.1308158207331047,2.2214454411806015,3.025879319187669,-8.400398432417688e-16,-1.1492543028346347e-17,-3.233090878351774e-16,4.0332320816460765e-17,-1.1463811670775481e-15,4.9168568522217626e-17,2.6479515627183066e-17,0.0,1.0225040555093451e-17,-2.568023130660479e-05
19,start,0.009000000000000005,4502954272,2.1308158248332485,2.2214454445296687,3.0258818200858673,-1.0822506085750305e-15,-2.3201926491189795e-17,-1.6696713456276768e-16,-6.136584296267955e-17,-1.228509481643325e-15,-6.613633252161577e-17,2.7722733658698232e-17,0.0,5.540052676312572e-18,-2.6906243916281043e-05
19,midpoint,0.009250000000000005,4502911120,2.1308158288989496,2.2214454478485686,3.0258843191095144,-7.467984564080155e-16,1.1904539853890839e-16,1.2902005852577503e-16,1.3444106938820255e-17,-5.38306378639053e-16,1.7553233172540317e-16,9.037968097961543e-17,0.0,4.045947130249298e-18,-2.8159857861045285e-05
20,start,0.009500000000000005,4502860128,2.1308158330766336,2.2214454512536332,3.0258869331620186,-9.19837123136702e-16,-7.806255641895632e-18,-1.8691645453650096e-16,-2.0122792321330962e-16,-1.1812924770315814e-15,-1.820375447603162e-16,7.927714531951687e-17,0.0,8.617769155908613e-18,-2.939922428737291e-05
20,midpoint,0.009750000000000005,4502896720,2.1308158372170984,2.221445454626095,3.0258895452462324,-9.835882108788496e-16,4.2500725161431774e-17,1.9927635930283571e-16,-2.168404344971009e-19,-8.168921268592033e-16,5.480641981914225e-17,3.490398577045282e-17,0.0,6.336525012604727e-18,-3.066428341550993e-05
