step,stage,stage_time,position_object_identity,source_l1,source_l2,source_linf,external_force_x,external_force_y,internal_force_x,internal_force_y,total_force_x,total_force_y,assembly_defect_l2,pair_force_residual,internal_force_residual,viscous_power
6,start,0.0025,4479903504,2.3023444872299024,2.724942745223796,4.394760707710832,-2.220446049250313e-16,3.7296554733501353e-16,1.6479873021779667e-17,8.673617379884035e-19,-2.7755575615628914e-16,3.5713619561672516e-16,7.390187963267542e-17,0.0,4.91652011913544e-19,-0.7356122530039622
6,midpoint,0.00275,4479803920,2.3020588694276416,2.7246268250115313,4.394268136545873,-3.3306690738754696e-16,5.850354922731782e-16,-1.8995222061946038e-16,2.2551405187698492e-17,-5.551115123125783e-16,5.345116710353537e-16,7.981171497692498e-17,0.0,5.6935133674520764e-18,-0.7353651216437329
7,start,0.003,4479894064,2.301773643682292,2.724311341769151,4.3937746896487955,-5.551115123125783e-17,4.917941054394248e-16,-3.0704605524789486e-16,-7.979727989493313e-17,-3.3306690738754696e-16,3.5952144039619327e-16,6.0194217222044e-17,0.0,9.433375106173356e-18,-0.7351177157071949
7,midpoint,0.0032500000000000003,4479797360,2.3014886126186176,2.723996041183741,4.393280230097657,-1.6653345369377348e-16,6.752411130239722e-16,8.673617379884035e-17,4.380176776841438e-17,-5.551115123125783e-17,6.853241932280874e-16,4.155437325393581e-17,0.0,2.8861344032554545e-18,-0.7348708613938515
8,start,0.0035,4479847232,2.301204002787628,2.7236811749907854,4.3927848994047185,-4.996003610813204e-16,4.85722573273506e-16,-5.551115123125783e-17,7.632783294297951e-17,-6.106226635438361e-16,5.488231397121623e-16,5.706530022873766e-17,0.0,2.740780545548434e-18,-0.734623730314987
8,midpoint,0.00375,4479801040,2.3009196206260425,2.7233664909698847,4.392288559199437,-5.551115123125783e-16,3.187554387107383e-16,2.47198095326695e-17,3.729655473350135e-17,-3.3306690738754696e-16,3.3176586478056436e-16,1.9881370908995699e-16,0.0,1.3258044507282534e-18,-0.7343771491332101
9,start,0.004,4479846912,2.3006356917763116,2.723052238391331,4.391791352348913,-4.440892098500626e-16,4.783499985006046e-16,3.382710778154774e-17,1.0842021724855044e-16,-5.551115123125783e-16,5.738682098965775e-16,1.4542287785308377e-16,0.0,3.2629659655149354e-18,-0.7341302885859184
9,midpoint,0.00425,4479899264,2.30035202719987,2.722738167503352,4.391293139144269,-4.996003610813204e-16,6.852157730108388e-16,-5.160802341031001e-17,9.974659986866641e-18,-4.440892098500626e-16,6.945399116942141e-16,1.0712114989047217e-16,0.0,1.553171347283678e-18,-0.7338839760848733
10,start,0.0045000000000000005,4479807120,2.3000688514227443,2.7224245247395347,4.390794063697877,-2.7755575615628914e-16,5.494736610156536e-16,3.2395960913866872e-16,5.377642775528102e-17,-1.6653345369377348e-16,5.342948306008566e-16,2.238238687088492e-16,0.0,9.689225434631157e-18,-0.7336373812259593
10,midpoint,0.004750000000000001,4479894224,2.2997859806845664,2.7221110631887067,4.390293985071716,-4.996003610813204e-16,3.720981855970251e-16,1.2836953722228372e-16,9.107298248878237e-17,-8.326672684688674e-16,4.72928987638177e-16,4.615396055124392e-16,0.0,4.6364776410092236e-18,-0.7333913324447567
11,start,0.005000000000000001,4479845792,2.299503638241056,2.7217980260809282,4.3897930485151,-6.661338147750939e-16,3.7903707950093235e-16,-9.84455572616838e-17,1.3357370765021415e-16,-8.881784197001252e-16,5.186823193170653e-16,1.2374808316143015e-16,0.0,4.879970712631127e-18,-0.7331449979416375
11,midpoint,0.005250000000000001,4479802800,2.2992216464137014,2.7214851697129063,4.3892911119688325,-4.440892098500626e-16,4.0505793164058446e-16,-2.0513105103425744e-16,5.334274688628682e-17,-7.771561172376096e-16,4.70760583293206e-16,1.285315159277381e-16,0.0,6.2224467956370625e-18,-0.732899207437703
12,start,0.005500000000000001,4479855232,2.298940227099269,2.7211727337495915,4.388788321712217,-3.885780586188048e-16,7.407269242420966e-16,5.2475385148298415e-17,9.584347204771859e-17,-3.3306690738754696e-16,8.4893030105615e-16,1.2727258995687612e-17,0.0,3.2021178184949993e-18,-0.732653127498902
12,midpoint,0.005750000000000002,4479901344,2.298659209566792,2.7208604780576002,4.388284534671464,-5.551115123125783e-16,5.178149575790769e-16,-3.8163916471489756e-17,3.209238430557093e-17,-5.551115123125783e-16,5.24537011048487e-16,4.582726488870025e-17,0.0,1.458461777316031e-18,-0.7324075893790867
13,start,0.006000000000000002,4479858112,2.298378814344402,2.72054863838097,4.387779898050459,-7.216449660063518e-16,4.215378046623641e-16,-3.729655473350135e-17,8.413408858487514e-17,-8.326672684688674e-16,4.887583393564654e-16,7.564095572782227e-17,0.0,2.6865515265272862e-18,-0.7321617577873326
13,midpoint,0.006250000000000002,4479805920,2.2980988785911265,2.7202369785124767,4.387274267865881,-8.326672684688674e-16,8.465450562766819e-16,-1.0495077029659683e-16,3.9898639947466563e-17,-8.881784197001252e-16,9.32630708772031e-16,6.765734299707672e-17,0.0,3.2708835400930794e-18,-0.7319164657415793
14,start,0.006500000000000002,4479852912,2.297819621552379,2.7199257299257487,4.386767792142461,-7.216449660063518e-16,4.579669976578771e-16,2.0556473190325164e-16,1.5612511283791264e-17,-5.551115123125783e-16,4.969982758673552e-16,4.551790112675815e-17,0.0,5.993163486414724e-18,-0.7316708758893133
14,midpoint,0.0067500000000000025,4479803920,2.297540889314492,2.7196146606896514,4.386260326090729,-4.440892098500626e-16,5.568462357885551e-16,3.469446951953614e-17,1.3010426069826053e-17,-5.551115123125783e-16,6.078037378953738e-16,1.5057675191285863e-16,0.0,1.2652397304598606e-18,-0.7314258232266804
15,start,0.007000000000000003,4479851232,2.297262900041649,2.719303997664738,4.38575201845436,-4.440892098500626e-16,2.0209528495129803e-16,1.1405806854547507e-16,-1.6306400674181987e-16,-5.551115123125783e-16,5.2258544713801314e-17,2.2546869847557805e-16,0.0,5.5959452376035596e-18,-0.7311804681537615
15,midpoint,0.007250000000000003,4479801280,2.296985509901484,2.7189935135390573,4.38524272373929,-7.771561172376096e-16,6.591949208711867e-17,1.8908485888147197e-16,-7.37257477290143e-17,-6.661338147750939e-16,1.8865117801247777e-17,8.249318078487672e-17,0.0,5.8599819829021855e-18,-0.7309356478405873
16,start,0.007500000000000003,4479846272,2.2967089363174216,2.7186834302247624,4.384732591308207,-7.216449660063518e-16,5.80265002714242e-16,1.6046192152785466e-16,3.5561831257524545e-17,-8.326672684688674e-16,6.045511313779173e-16,2.717182830518375e-16,0.0,4.739854414173118e-18,-0.73069052027397
16,midpoint,0.007750000000000003,4479797920,2.2964330468345864,2.7183735253648273,4.384221475062048,-7.216449660063518e-16,5.091413401991929e-16,-2.636779683484747e-16,1.1275702593849246e-17,-9.43689570931383e-16,5.247538514829841e-16,4.185862945154403e-17,0.0,7.483928437209231e-18,-0.7304459249739536
17,start,0.008000000000000004,4479857552,2.296158058641491,2.718064015595519,4.383709524884696,-6.661338147750939e-16,4.206704429243757e-16,1.734723475976807e-16,-1.0495077029659683e-16,-4.440892098500626e-16,3.4954678040932663e-16,5.919068679056539e-17,0.0,5.811334990474242e-18,-0.7302010173691027
17,midpoint,0.008250000000000004,4479806480,2.2958838521273646,2.7177546838426334,4.383196594169567,-8.881784197001252e-16,4.154662724964453e-16,6.938893903907228e-17,6.938893903907228e-18,-7.216449660063518e-16,3.86843335142828e-16,1.0344902401611195e-16,0.0,1.9935744006488443e-18,-0.7299566394850574
18,start,0.008500000000000004,4479846352,2.2956106449445555,2.717445741147385,4.382682833226166,-8.881784197001252e-16,2.8622937353617317e-16,-2.424276057677588e-16,2.2551405187698492e-17,-1.2212453270876722e-15,3.0704605524789486e-16,9.065590032458472e-17,0.0,7.139209652637628e-18,-0.7297119440688516
18,midpoint,0.008750000000000004,4479802160,2.2953383319914957,2.7171369760379553,4.38216809503564,-8.326672684688674e-16,3.2959746043559335e-16,5.117434254131581e-17,-1.3877787807814457e-17,-9.43689570931383e-16,3.174543961037557e-16,1.622059213346943e-16,0.0,1.5709346786497433e-18,-0.7294677757858861
19,start,0.009000000000000005,4479850672,2.295067132300146,2.7168285936501375,4.381652530239912,-6.661338147750939e-16,3.694961003830599e-16,5.941427905220564e-17,-1.0581813203458523e-16,-6.106226635438361e-16,2.7885679876327174e-16,1.567262899285966e-17,0.0,3.441367341017942e-18,-0.7292232846007528
19,midpoint,0.009250000000000005,4479803680,2.294796957163104,2.716520388425257,4.381135991500735,-1.1102230246251565e-15,1.4051260155412137e-16,3.5561831257524545e-17,-8.847089727481716e-17,-8.881784197001252e-16,3.968179951296946e-17,1.8689192631186458e-16,0.0,2.6961473062042663e-18,-0.7289793179306185
20,start,0.009500000000000005,4479859392,2.2945280281360008,2.7162125592925688,4.380618629701764,-6.106226635438361e-16,4.0072112295064244e-16,2.1163626406917047e-16,-5.377642775528102e-17,-3.885780586188048e-16,3.4911309954033243e-16,1.0631817190634495e-17,0.0,6.1567090528381784e-18,-0.7287350228796399
20,midpoint,0.009750000000000005,4479807120,2.294260275011954,2.715904906908033,4.380100297275721,-7.216449660063518e-16,3.608224830031759e-16,-3.157196726277789e-16,-1.0928757898653885e-16,-9.992007221626409e-16,2.7560419224581523e-16,4.512000838100657e-17,0.0,9.360058916266747e-18,-0.7284912497059813
