step,stage,stage_time,position_object_identity,source_l1,source_l2,source_linf,external_force_x,external_force_y,internal_force_x,internal_force_y,total_force_x,total_force_y,assembly_defect_l2,pair_force_residual,internal_force_residual,viscous_power
6,start,0.00125,4454314256,2.128665996781786,2.2214453751289756,3.1123158291052655,-4.0779554212611036e-17,2.883977778811442e-17,-2.6230916310571173e-16,-3.621235256101585e-17,-2.9228735317493593e-16,7.020209066843641e-18,1.7995046374368413e-17,0.0,5.211852939843645e-18,-1.1264202128892148e-07
6,midpoint,0.001375,4454181424,2.12866599704984,2.22144537535944,3.112315872760764,-6.812855401355788e-17,2.3093506273941244e-17,-7.615165008995062e-17,-3.0140820395097023e-17,-1.3665013131464177e-16,-3.63207727782644e-18,8.359536677318832e-18,6.374099189070736e-20,1.6117858263080678e-18,-1.3619707065833817e-07
7,start,0.0015,4454163600,2.128665997370456,2.221445375635069,3.1123159251120405,-1.8973538018496328e-17,8.337514706413529e-17,-7.266865061084093e-17,6.646159317336142e-17,-8.76712981726091e-17,1.3692118185776314e-16,1.3512202606519813e-17,0.0,1.937760387401349e-18,-1.6192414344809753e-07
7,midpoint,0.0016250000000000001,4454266944,2.128665997690743,2.2214453759104065,3.1123159774530658,-2.17653586126465e-17,5.312590645178972e-18,-2.919485399960342e-16,-4.586175189613684e-17,-2.782604875684047e-16,-3.4084605797513046e-17,3.603796375492693e-17,0.0,5.814303381739629e-18,-1.8986906310478394e-07
8,start,0.00175,4454313616,2.128665998062936,2.2214453762303275,3.1123160384675583,-7.991925263933775e-17,7.665309359472516e-17,-1.2601139749712775e-16,5.692061405548898e-17,-1.775652107988135e-16,1.4850859257620197e-16,3.205696393251417e-17,0.0,2.7822476431129965e-18,-2.1995029724713327e-07
8,midpoint,0.001875,4454183504,2.1286659984347334,2.2214453765498976,3.112316099469828,-1.6154612370034016e-17,9.812029660993815e-17,-3.733721231496956e-17,8.023096076392733e-18,-1.9217483507305566e-17,7.456600441269057e-17,4.660323930103445e-17,0.0,7.510929571955066e-19,-2.5223506263549385e-07
9,start,0.002,4454162320,2.1286659988576684,2.221445376913372,3.1123161691193757,-2.2293907171733185e-17,1.229485263598562e-16,1.4682807920884944e-16,-2.1575623232461538e-17,1.600553457131726e-16,1.04788139970724e-16,3.5684977539863914e-17,0.0,2.9181896641662682e-18,-2.8661462486125054e-07
9,midpoint,0.002125,4454255744,2.1286659992801384,2.2214453772764347,3.1123162387547305,-9.204876444401933e-17,9.530137096147584e-17,-1.3999760552219076e-16,-3.881443777498106e-17,-2.746148577634222e-16,6.350714225333842e-17,4.314347562127547e-17,0.0,2.8561635508943866e-18,-3.231814944076556e-07
10,start,0.0022500000000000003,4454307616,2.1286659997528714,2.2214453776826266,3.112316317007312,-3.2837773299154716e-17,4.445228907190568e-18,2.4015078120553923e-17,1.0516761073109393e-17,-3.3068166260807885e-18,2.924635360279648e-17,1.531234666228048e-17,0.0,5.153096337267101e-19,-3.617959096657087e-07
10,midpoint,0.0023750000000000004,4454175264,2.128666000225069,2.221445378088344,3.1123163952437287,1.4621821548682634e-16,-1.5720931501039814e-17,-2.846030702774449e-19,-9.367506770274758e-17,1.3300450150965926e-16,-1.3956392465319656e-16,3.282172504247395e-17,0.0,1.840850087466101e-18,-4.025795290763149e-07
11,start,0.0025000000000000005,4454170560,2.128666000746545,2.22144537853632,3.1123164820634686,3.321724405952464e-17,7.676151381197371e-17,-1.5368565794982025e-17,1.3314002678121994e-16,5.854691731421724e-18,2.0946785972419946e-16,1.2001824530162775e-17,0.0,2.6331207464004617e-18,-4.453577950258903e-07
11,midpoint,0.0026250000000000006,4454257984,2.1286660012674137,2.221445378983758,3.1123165688650776,1.6737371037744975e-17,2.8514517136368767e-17,-2.235353829121989e-16,-6.765421556309548e-17,-1.5155791118631745e-16,-5.979374981257557e-17,5.897506729699203e-17,0.0,4.587346044061031e-18,-4.902853151195605e-07
12,start,0.0027500000000000007,4454304176,2.128666001836473,2.2214453794724913,3.1123166642122713,-2.8514517136368767e-17,6.537739100087592e-17,-2.1885976104335514e-16,-4.119968255444917e-17,-2.247957679377133e-16,3.5805776746333784e-17,2.5396871798232984e-17,0.0,4.3731721531236045e-18,-5.37149030003262e-07
12,midpoint,0.002875000000000001,4454185264,2.1286660024048505,2.221445379960621,3.1123167595393704,5.996993266560446e-17,6.440160904563896e-17,-9.272639080182277e-17,-7.849623728795052e-17,-5.07000040908534e-17,-2.3201926491189795e-17,2.0122468109556597e-17,0.0,2.385037390698123e-18,-5.861402378668224e-07
13,start,0.003000000000000001,4454167680,2.128666003020226,2.22144538048899,3.112316863370499,-1.1302807648161384e-17,1.1275702593849246e-16,5.570088661144279e-17,1.0950441942103595e-17,7.078484933614737e-17,9.585702457487466e-17,3.8365464196794995e-17,0.0,1.1141055300861187e-18,-6.370037415343271e-07
13,midpoint,0.003125000000000001,4454260304,2.1286660036348453,2.2214453810166894,3.1123169671795723,-7.937715155309499e-17,3.8163916471489756e-17,7.730361489821647e-17,-7.15573433840433e-18,-6.352069478049449e-17,4.0901526957015655e-17,6.223850507137554e-17,3.195763492675009e-20,1.523203265660932e-18,-6.899712047641316e-07
14,start,0.003250000000000001,4454178064,2.128666004295167,2.2214453815834827,3.1123170794473207,-1.3227266504323154e-17,6.288372600415926e-17,-9.753753794222719e-17,-8.46761896711179e-17,-9.413585362605392e-17,-1.633079522306291e-17,1.7502909117673413e-17,0.0,2.53347243820516e-18,-7.447417325926012e-07
14,midpoint,0.0033750000000000013,4454312976,2.128666004954657,2.221445382149539,3.112317191691061,4.003416521902725e-17,1.726049858596923e-16,-1.4746504798518467e-16,7.567731163948821e-17,-9.803898144700174e-17,2.1617636066645352e-16,3.34514422752714e-17,3.444942075557612e-20,3.250046672653149e-18,-8.015909563631155e-07
15,start,0.0035000000000000014,4454158880,2.1286660056584537,2.2214453827534535,3.112317312344344,-3.548051609458813e-17,1.7249656564244376e-16,1.3255726811350899e-16,-1.3552527156068805e-17,1.109138822452671e-16,1.5874075057903392e-16,1.3838623445781597e-17,0.0,2.645713615271489e-18,-8.601688057975828e-07
15,midpoint,0.0036250000000000015,4454378832,2.1286660063613425,2.2214453833565626,3.112317432971672,-5.2353412403893795e-17,1.3042952135000618e-16,-3.355605723842636e-17,-5.366800753803247e-17,-1.2049551894460775e-16,7.392903563635533e-17,3.4701840570143e-17,1.920441189112251e-18,1.2402750355881104e-18,-9.207984024742894e-07
16,start,0.0037500000000000016,4454266704,2.128666007107044,2.22144538399621,3.112317561955657,6.329030181884132e-18,1.367178939504221e-16,1.201296007113939e-16,-5.746271514173174e-17,1.4631308317691882e-16,6.548581121812447e-17,2.416184511430152e-17,0.0,2.608473404165002e-18,-9.83077111889348e-07
16,midpoint,0.0038750000000000017,4454180944,2.12866600785176,2.221445384634983,3.1123176909117434,-3.40168431617327e-18,1.6685871434551913e-16,1.4967410991162389e-16,4.380176776841438e-17,1.5150370107769318e-16,1.971079549578647e-16,1.4527120688116228e-17,0.0,3.0537292762944378e-18,-1.0473789828820782e-06
17,start,0.004000000000000002,4454306496,2.1286660086376994,2.221445385308887,3.112317828167872,-8.589591711516409e-17,4.2934406030425976e-17,1.0741733023900135e-16,2.168404344971009e-17,-2.7511630126819675e-18,7.922807375437824e-17,2.8330179557102156e-17,0.0,2.144986032531588e-18,-1.1132455224432726e-06
17,midpoint,0.004125000000000002,4454158160,2.1286660094225764,2.221445385981849,3.11231796539417,-1.6990803295563461e-16,4.2934406030425976e-17,8.437803407368438e-17,2.7972416050126014e-17,-1.2296207888701227e-16,8.054266888851691e-17,3.8652427572041746e-17,0.0,1.71918786301917e-18,-1.1811050519730941e-06
18,start,0.004250000000000002,4454372992,2.1286660102469934,2.2214453866884525,3.11231811086019,-1.228672111969198e-16,1.3129688308799459e-16,1.2941308181330102e-16,8.782037597132586e-18,1.4230153513872246e-17,1.2775967350026063e-16,1.4519368266233733e-17,0.0,2.5332848036474758e-18,-1.2504400261567372e-06
18,midpoint,0.004375000000000002,4454267024,2.128666011070269,2.221445387394044,3.1123182562944534,-5.589062199162775e-17,1.4322310698533514e-16,-1.8228149024912543e-17,-2.461138931542095e-17,-8.663452984516984e-17,1.355523766150002e-16,2.1062529395828527e-17,0.0,5.987773170229232e-19,-1.321736286589422e-06
19,start,0.004500000000000002,4454316336,2.1286660119313137,2.221445388131709,3.112318409904443,-9.795766628406533e-17,1.1297386637298956e-16,4.697305912293448e-17,3.664603343001005e-17,-7.239082380414152e-17,1.7854099275405044e-16,3.598132471784258e-17,4.39639553994348e-20,1.1642924815019554e-18,-1.394414147996773e-06
19,midpoint,0.004625000000000002,4454163760,2.1286660127911365,2.221445388868292,3.1123185634807626,-1.1863882272422632e-16,1.4560835176480325e-16,4.8599362381662736e-17,-4.7271214720367993e-17,-7.649046326885234e-17,7.169286865560398e-17,2.741409266656585e-17,0.0,1.3243847787242814e-18,-1.4690201163745677e-06
20,start,0.0047500000000000025,4454370592,2.1286660136868667,2.2214453896353015,3.1123187251651654,-5.922454367202068e-17,2.233456475320139e-17,3.044981801425539e-16,-1.919037845299343e-17,2.5539737425611664e-16,3.7947076036992655e-18,1.0144616538713775e-17,0.0,5.9573860319227336e-18,-1.5449093904582073e-06
20,midpoint,0.004875000000000003,4454185664,2.128666014581298,2.2214453904011595,3.1123188868139935,2.2659825404947043e-17,9.84455572616838e-17,-5.827586677109586e-19,-2.883977778811442e-17,4.6044711012743766e-17,6.719342963978914e-17,2.408874018785158e-17,0.0,5.6298787750078985e-19,-1.622692175842513e-06
21,start,0.005000000000000003,4454265984,2.1286660155096895,2.221445391195723,3.112319056499645,2.518059545597584e-17,8.814563662307151e-17,-1.2240642527361345e-16,3.404394821604484e-17,-8.04816825163146e-17,1.119574268362844e-16,1.9623035602151887e-17,0.0,2.476527727706743e-18,-1.7016556961419868e-06
21,midpoint,0.005125000000000003,4454311536,2.1286660164367026,2.2214453919890644,3.11231922614783,3.7743788129651623e-17,4.868067754459915e-17,-1.4944371694997072e-16,-2.3960868011929648e-17,-1.2011604818423782e-16,3.1496073110703904e-17,1.0805036475029753e-17,0.0,2.9512477739430412e-18,-1.7824767773593783e-06
22,start,0.005250000000000003,4454170400,2.1286660173956493,2.221445392809318,3.1123194037579958,3.86653599762643e-17,8.098990228466718e-17,3.562959389330489e-17,-2.3960868011929648e-17,1.1179479651041158e-16,4.788107844239109e-17,3.859952453025698e-17,0.0,8.368323235965753e-19,-1.8643719308257973e-06
22,midpoint,0.005375000000000003,4454368272,2.1286660183531376,2.2214453936282785,3.112319581328818,1.2332799712022613e-18,4.174178364069192e-17,-5.163512846462215e-17,-4.3042826247674526e-17,-1.2809171041558431e-16,3.903127820947816e-18,7.786397135599956e-17,0.0,1.3095167031563395e-18,-1.9480874041923685e-06
23,start,0.005500000000000003,4454172704,2.1286660193404545,2.221445394472289,3.112319766783226,5.68257463653965e-17,1.1568437180420332e-16,4.8721335126067356e-17,-4.9439619065339e-17,9.900121087508262e-17,4.9412514011026865e-17,1.8060251457754244e-17,5.781869140917563e-19,1.3514881173081681e-18,-2.0327663861622543e-06
23,midpoint,0.005625000000000003,4454256464,2.1286660203262335,2.2214453953149365,3.112319952196427,-2.992397996059992e-17,1.1058862159352145e-17,-2.1338454007230334e-16,1.1926223897340549e-18,-2.1443486092689867e-16,2.5817564232311074e-17,3.190182922876631e-17,0.0,4.144231197764625e-18,-2.1192272227432043e-06
24,start,0.005750000000000003,4454165040,2.128666021339659,2.2214453961807044,3.112320145411308,1.125266329768393e-16,2.4069288229178198e-17,-2.9205696021328276e-17,1.0831179703130189e-16,6.654290833629783e-17,1.4451059706516167e-16,2.0703316182849704e-17,0.0,2.181957336574285e-18,-2.2065373011062536e-06
24,midpoint,0.0058750000000000035,4454370192,2.1286660223514677,2.2214453970450387,3.1123203385831317,1.3694828691207528e-16,5.605325231750058e-17,-1.315950386854281e-17,-1.5178830414797062e-18,1.3366857534030663e-16,5.4291423787211635e-17,9.882803510588905e-18,6.300401356626676e-20,2.5752018043881455e-19,-2.295589613050257e-06
25,start,0.006000000000000004,4454181184,2.1286660233886696,2.2214453979305007,3.112320539471254,1.0267394573437727e-16,1.4517467089580904e-16,4.119968255444917e-18,-6.895525817007808e-17,1.1668725881375241e-16,6.884683795282953e-17,1.2338279077213711e-17,0.0,1.3421657615669968e-18,-2.3853734011385285e-06
25,midpoint,0.006125000000000004,4454311856,2.1286660244241764,2.2214453988144602,3.1123207403144844,1.690406712176462e-16,6.1257422745431e-17,-1.9239167550755276e-16,-9.75781955236954e-19,-1.146543797403421e-17,3.629366772395226e-17,2.6771057851264313e-17,0.0,3.736095607403842e-18,-2.476858716611322e-06
26,start,0.006250000000000004,4454258944,2.1286660254827545,2.221445399717494,3.112320948785195,7.765598060427426e-17,8.988036009904832e-17,-7.686993402922226e-17,5.2800645800044066e-17,2.0552407432178343e-17,1.4868477542923086e-16,2.065803161255099e-17,0.0,1.837793971365587e-18,-2.568954454321951e-06
26,midpoint,0.006375000000000004,4454169520,2.12866602653956,2.2214454006189555,3.1123211572091956,1.3936063674585553e-16,5.876375774871434e-17,-1.687831732016809e-16,-4.7813315806610746e-17,2.3832119003946994e-17,5.918388609055247e-17,7.185070258919254e-17,0.0,3.4027400538240937e-18,-2.662710000547292e-06
27,start,0.006500000000000004,4454378912,2.1286660276170504,2.2214454015373817,3.112321373168462,1.3000939300816805e-16,9.573505183047004e-17,-1.9801597427732132e-16,-1.4246416546459528e-16,-9.271961453824473e-17,-5.4155898515650946e-17,2.5804866731600853e-17,0.0,4.728958883485767e-18,-2.7569518431970685e-06
27,midpoint,0.006625000000000004,4454183744,2.12866602869269,2.2214454024541674,3.1123215890792193,8.135582051788104e-17,1.3118846287074604e-16,2.0064516454559866e-16,5.898059818321144e-17,2.8192644616412132e-16,1.8660474641191138e-16,3.565093955987941e-18,0.0,4.051871073125191e-18,-2.8528108371001018e-06
28,start,0.006750000000000004,4454314816,2.128666029786568,2.2214454033857534,3.1123218124296708,1.6601845766184287e-16,1.6490715043504522e-16,1.3122912045221424e-16,-3.924811864397526e-17,2.7752187483839896e-16,1.2246063538223773e-16,1.9983320777772183e-17,0.0,2.6602184909901663e-18,-2.9490291514954664e-06
28,midpoint,0.006875000000000004,4454263344,2.1286660308785184,2.221445404315631,3.1123220357298336,2.5699657246053276e-16,1.5959455978986625e-16,7.059511395596241e-17,8.890457814381136e-18,2.8830968645462973e-16,1.4052615408127744e-16,4.821590578325845e-17,0.0,1.3102999745542188e-18,-3.0468210974287926e-06
29,start,0.0070000000000000045,4454367792,2.1286660319862016,2.2214454052580948,3.1123222663708097,1.3599961001115046e-16,1.3834419720915037e-16,-1.7432615680851304e-16,-5.898059818321144e-17,-1.2061749168901237e-17,6.453713431719965e-17,3.0160630799496214e-17,0.0,3.587026783644159e-18,-3.1448427646227366e-06
29,midpoint,0.007125000000000005,4454184704,2.1286660330918825,2.221445406198783,3.1123224969597363,1.2906071610724323e-16,1.3086320221900039e-16,1.616138863361205e-16,-8.239936510889834e-18,2.9087111408712674e-16,1.1095453982673531e-16,1.167038047883662e-17,0.0,3.1275766581234065e-18,-3.2443937586438545e-06
30,start,0.007250000000000005,4454312816,2.128666034210739,2.221445407149797,3.112322734787329,9.067995920125638e-17,1.0755285551056204e-16,1.8057387182746076e-16,3.74049749507499e-17,2.288954074024241e-16,1.178663286763304e-16,5.0281065234043715e-17,0.0,3.584324712412373e-18,-3.344042482839302e-06
30,midpoint,0.007375000000000005,4454170240,2.1286660353275177,2.221445408098969,3.112322972561132,1.1848974492550957e-16,9.551821139597294e-17,-1.138683331652901e-16,-2.3852447794681098e-18,4.548228113576691e-17,1.151693757722727e-16,4.642428216575849e-17,0.0,2.198402884846123e-18,-3.4451755229963394e-06
31,start,0.007500000000000005,4454264624,2.128666036454865,2.221445409056162,3.112323217468235,1.7641324599054764e-16,5.063224145507306e-17,-2.004960867468819e-16,-4.7704895589362195e-18,-2.6298678946351517e-17,6.078308429496859e-17,1.5084962692720362e-17,0.0,3.867929198599115e-18,-3.5462721460446147e-06
31,midpoint,0.007625000000000005,4454369472,2.1286660375800617,2.2214454100114485,3.1123234623198295,2.2472800530193293e-16,2.7647155398380363e-17,2.4787572168449845e-17,1.32164244825983e-16,2.449483758187876e-16,1.9384179591325212e-16,3.433550875797056e-17,0.0,2.5921363002237273e-18,-3.648807448116719e-06
32,start,0.007750000000000005,4454182944,2.128666038713175,2.221445410972412,3.1123237141961875,2.1056561442384103e-16,1.1525069093520912e-16,1.1249952792252715e-16,3.686287386450715e-17,3.1297528587867496e-16,1.5478341264946183e-16,1.0437111242074685e-17,0.0,2.2805507061587183e-18,-3.7511702690503923e-06
32,midpoint,0.007875000000000005,4454314016,2.128666039844065,2.221445411931405,3.1123239660153397,2.283058724711351e-16,8.749511531958021e-17,-6.596014966858688e-17,1.0039712117215771e-16,1.915514188238765e-16,2.164880687910431e-16,4.0874127574545434e-17,0.0,2.3079560402742873e-18,-3.854925587179029e-06
33,start,0.008000000000000005,4454164000,2.128666040980179,2.221445412893696,3.112324224747596,2.2857692301425647e-16,4.423544863740858e-17,-2.4460956263988587e-16,-7.621941272573096e-17,-7.195036667156929e-17,-4.069823904967462e-17,5.659267431466981e-17,0.0,5.056417555666684e-18,-3.958370686208362e-06
33,midpoint,0.008125000000000005,4454265984,2.1286660421139993,2.221445413853953,3.1123244834209727,1.555288016430456e-16,4.87890977618477e-18,-1.1164571871169482e-16,9.367506770274758e-17,5.3708665119500676e-17,9.546400128734867e-17,1.0300000883526287e-17,0.0,2.801700456052556e-18,-4.063161637848183e-06
34,start,0.008250000000000006,4454177584,2.128666043250314,2.221445414815096,3.112324748892725,1.951563910473908e-16,2.168404344971009e-18,4.389663545850686e-17,-9.996344030316351e-17,2.023866642851535e-16,-9.606031248221569e-17,3.6707375063342777e-17,0.0,2.0973394680447777e-18,-4.167503204244116e-06
34,midpoint,0.008375000000000006,4454314256,2.128666044384266,2.221445415774145,3.1123250143039494,2.29078366519031e-16,-5.811323644522304e-17,-7.060866648311848e-17,-7.784571598445922e-17,1.408514147330231e-16,-1.4522888100443332e-16,1.990817803805754e-17,0.0,2.067359237152635e-18,-4.273143598853267e-06
35,start,0.008500000000000006,4454157120,2.1286660455179494,2.22144541673164,3.112325286395797,2.5008478361093767e-16,1.919037845299343e-17,-2.5874484846366563e-16,-2.3960868011929648e-17,5.351215347573768e-17,-2.358139725155972e-18,6.221900162814363e-17,0.0,4.984701691790371e-18,-4.378194262132137e-06
35,midpoint,0.008625000000000006,4454378672,2.1286660466492036,2.2214454176869802,3.1123255584254936,2.674997810064861e-16,7.090682208055199e-17,1.3469856740416786e-16,-4.694595406862234e-17,3.626995080142914e-16,4.7230557138899787e-17,4.58436126927531e-17,0.0,2.7343518299802744e-18,-4.484496433016656e-06
36,start,0.008750000000000006,4454264784,2.1286660477773998,2.221445418638302,3.1123258370151,2.7372039097112166e-16,-6.873841773558098e-17,3.108949729602184e-17,1.0158974356189177e-16,3.0653105921596424e-16,5.084908188957016e-17,1.8079868714889886e-17,0.0,2.034999711911957e-18,-4.590067596835573e-06
36,midpoint,0.008875000000000006,4454172384,2.1286660489031,2.2214454195874116,3.112326115540957,2.1803305688683494e-16,6.559423143537302e-17,-5.297682865307296e-17,2.3201926491189795e-17,1.7166986148592356e-16,6.220609964635582e-17,2.7400207009051992e-17,0.0,1.0917977534868393e-18,-4.696842735556017e-06
37,start,0.009000000000000006,4454305776,2.128666050022929,2.2214454205300176,3.112326400503098,3.249353910939057e-16,-4.336808689942018e-17,-7.666664612188123e-17,2.2876665839444144e-17,2.617128519108447e-16,-5.583641188300348e-18,2.0074509012296507e-17,0.0,1.4964925367356466e-18,-4.802744913725262e-06
37,midpoint,0.009125000000000006,4454155680,2.1286660511401987,2.221445421470355,3.11232668539992,3.733314655682274e-16,-1.08528637465799e-16,9.147955830346444e-18,-9.768661574094395e-17,3.8315027149279923e-16,-2.2144829373016428e-16,1.5247805200654908e-17,0.0,1.90810601330429e-18,-4.909803406469432e-06
38,start,0.009250000000000006,4454265744,2.1286660522487653,2.2214454224016875,3.112326976606544,3.192433296883568e-16,-1.6436504934880247e-16,2.3441806221852213e-16,-4.7704895589362195e-18,5.716659242337163e-16,-1.3908958620273415e-16,3.5027452922807605e-17,0.0,4.477510508902472e-18,-5.015846560481565e-06
38,midpoint,0.009375000000000007,4454174704,2.12866605335471,2.2214454233306964,3.1123272677463074,3.765298619770596e-16,-1.0364972768961422e-16,1.2061749168901237e-18,3.1008182133085427e-17,3.6881169776167844e-16,-8.546223624616989e-17,1.5620945512587858e-17,0.0,5.921394636322959e-19,-5.122998325804453e-06
39,start,0.009500000000000007,4454308176,2.128666054449104,2.2214454242481874,3.1123275650665936,4.1926098010014456e-16,-1.5092094240998222e-16,-5.502326025363935e-17,3.979021973021801e-17,3.505259504963526e-16,-9.115429765171879e-17,2.4229531064651336e-17,0.0,1.2946889084294357e-18,-5.22899220327989e-06
39,midpoint,0.009625000000000007,4454370352,2.1286660555408172,2.2214454251633016,3.1123278623185056,3.769364377917417e-16,-8.131516293641283e-17,-2.8254308614972246e-16,-1.3986208025063007e-17,8.589252898337507e-17,-9.181837148236616e-17,9.186689895996069e-18,0.0,5.409680622050884e-18,-5.336047030608695e-06
40,start,0.009750000000000007,4454158560,2.1286660566181226,2.2214454260643755,3.1123281656189237,3.46470356744899e-16,-2.2302038688026826e-16,-1.8614396048860504e-16,-2.2876665839444144e-17,2.043754976453066e-16,-2.373318555570769e-16,4.487411208719716e-17,0.0,3.7032848574483614e-18,-5.441801504055068e-06
40,midpoint,0.009875000000000007,4454257504,2.1286660576926897,2.2214454269630224,3.112328468849483,3.4535904951810137e-16,-2.4058446207453343e-16,-2.0832944744308968e-16,2.894819800536297e-17,9.270267387929965e-17,-1.8649632619466283e-16,5.095971977554346e-17,0.0,4.00072404124479e-18,-5.548569392356967e-06
41,start,0.010000000000000007,4454314016,2.1286660587499853,2.2214454278451017,3.1123287779938544,3.4202512783770844e-16,-1.971079549578647e-16,-3.49221519757581e-16,3.5887091909270197e-17,3.6517284422027396e-17,-1.7350622891557088e-16,4.540722094347825e-17,0.0,6.672088164522876e-18,-5.653894797637626e-06
41,midpoint,0.010125000000000007,4454382112,2.128666059804489,2.2214454287247056,3.1123290870669127,4.194236104260174e-16,-1.9331324735416544e-16,-8.76712981726091e-17,8.51098705401121e-17,3.735076484212563e-16,-1.0049876512582823e-16,4.24602065439669e-17,0.0,2.320350792392959e-18,-5.760186293646864e-06
42,start,0.010250000000000007,4454173184,2.1286660608388575,2.221445429585215,3.112329401916468,2.3296794181282277e-16,-1.6371452804531117e-16,-7.995991022080595e-19,-2.8189256484623115e-17,2.49169988027903e-16,-2.1836509380215863e-16,3.145245351153353e-17,0.0,5.350832261222166e-19,-5.864893767558193e-06
42,midpoint,0.010375000000000007,4454260944,2.1286660618703808,2.2214454304432025,3.11232971669329,1.7826994221092907e-16,-1.695692197767329e-16,4.2148359455373985e-18,-1.214306433183765e-16,2.474894746605505e-16,-2.739236788784627e-16,6.721016764589215e-17,0.0,2.2870849160795066e-18,-5.970520302960406e-06
43,start,0.010500000000000008,4454312976,2.1286660628789082,2.221445431279572,3.1123300371067386,2.3418766925686896e-16,-2.605337820482667e-16,-1.1983144511396038e-16,-1.1405806854547507e-16,7.865209135024531e-17,-3.566686334298408e-16,3.995030427894746e-17,0.0,3.1337390955307185e-18,-6.074422119314876e-06
43,midpoint,0.010625000000000008,4454420144,2.128666063884541,2.2214454321133754,3.1123303574460626,3.288385189148535e-16,-1.3379054808471125e-16,1.090029759162614e-16,-1.9949319973733282e-17,4.5876998489187415e-16,-1.7669107279724705e-16,3.106057783084098e-17,0.0,2.0944069160360113e-18,-6.179196346288931e-06
44,start,0.010750000000000008,4454381072,2.1286660648643263,2.221445432923046,3.112330683279651,3.148523108897905e-16,-2.1239520558991032e-16,4.472333961502706e-18,2.7647155398380363e-17,3.500380595187341e-16,-1.9739933429172019e-16,3.321699610015785e-17,0.0,5.296084838227476e-19,-6.28210624990702e-06
44,midpoint,0.010875000000000008,4454179184,2.1286660658411707,2.221445433730108,3.1123310090377583,3.091466969570855e-16,-1.5059568175823657e-16,-2.983317802865426e-16,4.8138576458356397e-17,-3.843835514640015e-17,-7.731716742537253e-17,5.529829347283495e-17,0.0,5.7095770761660824e-18,-6.385842374426497e-06
