step,stage,stage_time,position_object_identity,source_l1,source_l2,source_linf,external_force_x,external_force_y,internal_force_x,internal_force_y,total_force_x,total_force_y,assembly_defect_l2,pair_force_residual,internal_force_residual,viscous_power
8,start,0.00175,4529423696,2.308636858457279,2.7258903443655447,4.440107614303238,6.245004513516506e-17,1.929879867024198e-17,1.4886095828225976e-16,5.789639601072594e-17,1.1796119636642288e-16,8.80643214601351e-17,9.398044686742503e-17,0.0,2.8361948118887032e-18,-0.7669398977788708
8,midpoint,0.001875,4529387824,2.3085305452647553,2.7257316322707927,4.439765090547289,8.326672684688674e-17,1.472346550235315e-16,8.142358315366138e-17,4.8030156241107846e-17,1.734723475976807e-16,2.139672987400143e-16,2.0661733279761578e-17,0.0,1.6783829543514805e-18,-0.7668078008167385
9,start,0.002,4529281040,2.3084242333095446,2.7255729930915313,4.439422393514692,-2.2898349882893854e-16,1.1817803680091998e-16,-1.5037884132373946e-16,-5.854691731421724e-18,-2.42861286636753e-16,1.2823401195072304e-16,1.3742520486272787e-16,0.0,2.5466206235114146e-18,-0.7666756241209303
9,midpoint,0.002125,4529298784,2.3083179197013965,2.7254144000060427,4.439079522723659,-1.1796119636642288e-16,1.6002824065886045e-16,-2.5630539357557325e-16,-6.678685382510707e-17,-2.5673907444456745e-16,7.911965353712969e-17,1.1837288646602866e-16,0.0,4.700921211820866e-18,-0.7665435808886949
10,start,0.0022500000000000003,4529432736,2.3082116085788518,2.7252558797081003,4.438736479370968,-6.938893903907228e-18,2.5478751053409354e-16,-9.345822726825048e-17,-8.023096076392733e-18,-1.734723475976807e-16,2.5383883363316873e-16,7.341686539080569e-17,0.0,1.6645404156385445e-18,-0.7664114579334345
10,midpoint,0.0023750000000000004,4529380704,2.3081052971472737,2.7250974054691843,4.4383932627823945,1.457167719820518e-16,1.975416358268589e-16,2.1358782797964437e-16,-2.3960868011929648e-17,3.95516952522712e-16,2.0003530082357557e-16,4.484614581777199e-17,1.9762131914617372e-18,3.813215572014067e-18,-0.7662794683284434
11,start,0.0025000000000000005,4529450400,2.3079989895188655,2.7249390038780454,4.438049874345916,1.1796119636642288e-16,2.8622937353617317e-16,-7.101524229780054e-17,3.198396408832238e-17,2.7755575615628914e-17,2.9262616635383765e-16,3.198396408832238e-17,0.0,1.3815559101935706e-18,-0.7661473990045069
11,midpoint,0.0026250000000000006,4529282160,2.3078926830120285,2.724780648311249,4.437706313196097,6.938893903907228e-18,1.9949319973733282e-16,-2.2442984970449942e-17,5.2909066017292616e-17,2.0122792321330962e-16,2.6221429541561925e-16,2.169540088126291e-16,0.0,1.0192434747431917e-18,-0.7660154629151146
12,start,0.0027500000000000007,4529429376,2.307786381699988,2.7246223652406947,4.43736258091088,4.163336342344337e-17,2.1163626406917047e-16,2.187919984075748e-16,-4.672911363412524e-17,1.5959455978986625e-16,1.2891163830852648e-16,1.0706319411222665e-16,0.0,3.9668103480417915e-18,-0.7658834471043946
12,midpoint,0.002875000000000001,4529385584,2.3076800830317516,2.724464128159866,4.437018676434849,6.938893903907228e-18,1.8995222061946038e-16,1.0646865333807654e-16,-9.768661574094395e-17,1.5959455978986625e-16,1.573177352276467e-16,7.978107414079163e-17,0.0,2.582242537726155e-18,-0.7657515644101196
13,start,0.003000000000000001,4529450720,2.3075737910291827,2.7243059634120423,4.436674601534667,2.0816681711721685e-17,2.250803710079907e-16,1.6458188978329957e-16,-1.8865117801247777e-17,1.6653345369377348e-16,1.7840546748248975e-16,3.3604714724035854e-17,0.0,2.9358515629440075e-18,-0.7656196019857915
13,midpoint,0.003125000000000001,4529292784,2.307467503289622,2.7241478446193996,4.436330354966176,-7.632783294297951e-17,1.968911145233676e-16,8.55435514091063e-17,8.901299836105991e-17,1.3877787807814457e-17,3.073713158996405e-16,2.1967605601045227e-17,0.0,2.1873284548986533e-18,-0.7654877725574856
14,start,0.003250000000000001,4529288720,2.30736122377148,2.7239897979848906,4.4359859386835145,-1.1796119636642288e-16,2.745199900733297e-16,9.020562075079397e-17,2.6020852139652106e-18,9.71445146547012e-17,3.001613714526119e-16,1.2700725064865313e-16,0.0,1.598480611460506e-18,-0.7653558633841875
14,midpoint,0.0033750000000000013,4529384384,2.3072549502383253,2.7238317972710977,4.435641351255019,3.469446951953614e-17,2.1423834928313568e-16,1.1752751549742868e-16,-5.421010862427522e-17,2.0816681711721685e-16,1.8875959822972632e-16,6.289129627055194e-17,0.0,2.291922574628806e-18,-0.7652240870842173
15,start,0.0035000000000000014,4529449680,2.3071486865733393,2.7236738685290076,4.435296594821061,-1.3877787807814457e-17,5.681219383824043e-17,-2.0729945537922845e-16,8.998878031629687e-18,-1.3183898417423734e-16,6.765421556309548e-17,8.935727000145546e-17,0.0,3.673312269054719e-18,-0.7650922310182394
15,midpoint,0.0036250000000000015,4529294144,2.3070424307244064,2.7235159856732523,4.434951667763707,1.3877787807814457e-17,1.192622389734055e-16,-8.977193988179977e-17,1.919037845299343e-17,-1.457167719820518e-16,1.7146657357858253e-16,7.723418641796277e-17,0.0,1.671304308546482e-18,-0.764960507700681
16,start,0.0037500000000000016,4529434656,2.306936186488043,2.7233581745912887,4.434606572408312,6.245004513516506e-17,2.7755575615628914e-17,-1.6609977282477928e-16,5.876375774871434e-17,-1.5959455978986625e-16,7.45931094670027e-17,5.72019147859133e-17,0.0,3.1275936410133564e-18,-0.7648287045901695
16,midpoint,0.0038750000000000017,4529279120,2.306829952014752,2.723200409361367,4.434261306951924,-1.5265566588595902e-16,-2.949029909160572e-17,-2.209604027525458e-16,-3.491130995403324e-17,-2.3592239273284576e-16,-9.128982292327947e-17,1.402944205232069e-16,0.0,3.9566016142894356e-18,-0.7646970341010125
17,start,0.004000000000000002,4529447040,2.306723731003322,2.7230427156959305,4.433915873903623,-9.020562075079397e-17,7.19910242530375e-17,-2.3158558404290375e-16,2.42861286636753e-17,-1.942890293094024e-16,7.556889142223966e-17,1.291728951729097e-16,0.0,4.11880763693186e-18,-0.7645652837861838
17,midpoint,0.004125000000000002,4529304704,2.306617521825409,2.7228850678483365,4.43357027127668,-2.2898349882893854e-16,-1.0408340855860843e-17,1.2934531917752068e-16,-1.0625181290357943e-17,-2.7755575615628914e-17,-3.69712940817557e-17,7.3628264526846e-17,0.0,2.2633635774933816e-18,-0.7644336659635488
18,start,0.004250000000000002,4529432736,2.3065113280714247,2.7227274913446156,4.433224501762656,-2.7755575615628914e-16,-1.687018580387445e-16,-5.0523821237824507e-17,-9.020562075079397e-17,-2.0122792321330962e-16,-2.1478045036937843e-16,1.3430762005783553e-16,0.0,1.8268431654467083e-18,-0.7643019682769138
18,midpoint,0.004375000000000002,4529385344,2.3064051483529733,2.7225699606246367,4.432878563192289,-3.3306690738754696e-16,-1.1319070680748666e-16,-1.2175590397012215e-16,-4.683753385137379e-17,-2.706168622523819e-16,-2.061068329894944e-16,1.8988172201913593e-16,0.0,2.3153832251342158e-18,-0.7641704029512802
19,start,0.004500000000000002,4529288720,2.306298986141887,2.7224125010167066,4.432532458438367,-3.677613769070831e-16,-1.7477339020466331e-16,2.0350474777552918e-16,-6.841315708383533e-17,-2.220446049250313e-16,-2.061068329894944e-16,6.866116339535261e-17,0.0,3.78115095719275e-18,-0.7640387577178815
19,midpoint,0.004625000000000002,4529295264,2.3061928403088086,2.7222550871585227,4.432186185150341,-3.885780586188048e-16,-1.0321604682062002e-16,-1.448494102440634e-16,-3.426078865054194e-17,-4.510281037539698e-16,-1.4983674023749671e-16,8.332120148066995e-17,0.0,2.630847026811186e-18,-0.7639072447123254
20,start,0.0047500000000000025,4529426656,2.3060867141972667,2.7220977441694503,4.431839746380974,-3.400058012914542e-16,-2.0990154059319366e-16,1.805196617188365e-16,3.5670251474773096e-17,-4.579669976578771e-16,-1.6750923564901044e-16,2.985565417909284e-16,0.0,3.1864937221112043e-18,-0.7637756517499834
20,midpoint,0.004875000000000003,4529382944,2.3059806069563624,2.7219404468962383,4.4314931395996755,-2.983724378680108e-16,-1.5612511283791264e-16,-2.242130092700023e-16,1.3140530330524314e-16,-4.996003610813204e-16,-2.1521413123837263e-17,2.3206549089030878e-17,0.0,4.5833384609933025e-18,-0.7636441908804266
21,start,0.005000000000000003,4529441120,2.3058745217921297,2.72178322023819,4.431146368037927,-3.2612801348363973e-16,-1.0581813203458523e-16,4.2934406030425976e-17,-7.37257477290143e-17,-3.469446951953614e-16,-1.984089975648473e-16,6.648378642918863e-17,0.0,1.5040489933232806e-18,-0.7635126499999956
21,midpoint,0.005125000000000003,4529279120,2.3057684581519147,2.721626039262232,4.4307994289863535,-2.0816681711721685e-16,-3.8163916471489756e-17,-1.3964523981613297e-16,-8.673617379884035e-19,-6.036837696399289e-16,-7.117787262367337e-17,2.5788318459300307e-16,0.0,2.4914184669996564e-18,-0.7633812410754645
22,start,0.005250000000000003,4529435216,2.30566241909564,2.721468928636591,4.4304523258538975,-2.498001805406602e-16,-7.979727989493313e-17,-1.3064636178450328e-16,6.364266752489911e-17,-4.787836793695988e-16,-2.7701365507004638e-17,9.901272660674576e-17,0.0,2.563216718857906e-18,-0.763249752081099
22,midpoint,0.005375000000000003,4529387504,2.305556404389089,2.7213118636593885,4.430105055753641,-3.0531133177191805e-16,-9.063930161978817e-17,-2.3635607360183997e-17,9.64939933512099e-18,-3.95516952522712e-16,-8.4893030105615e-17,6.668433916304973e-17,0.0,4.439440467598849e-19,-0.7631183949039924
23,start,0.005500000000000003,4529445920,2.3054504169380885,2.7211548687568716,4.429757622270742,-5.48172618408671e-16,-1.244664094013359e-16,5.952269926945419e-17,2.905661822261152e-17,-3.5388358909926865e-16,-8.174884380540703e-17,1.3545694960234707e-16,0.0,1.1656929273272155e-18,-0.7629869575934225
23,midpoint,0.005625000000000003,4529289200,2.305344456847513,2.7209979194692657,4.429410022341984,-4.787836793695988e-16,-1.5872719805187785e-16,1.2002118049414534e-16,-4.7704895589362195e-17,-3.677613769070831e-16,-1.8854275779522922e-16,2.0025187710468912e-17,0.0,2.2719620178011548e-18,-0.7628556519597885
24,start,0.005750000000000003,4529387024,2.305238526861786,2.7208410399700447,4.429062259727486,-3.608224830031759e-16,-1.2620113287731272e-16,-1.9786689647860456e-16,8.673617379884035e-18,-5.689893001203927e-16,-9.356664748549903e-17,2.608086580324405e-17,0.0,3.482434888913004e-18,-0.7627242661246034
24,midpoint,0.0058750000000000035,4529422736,2.305132627446041,2.720684206052338,4.428714331188986,-6.730727086790012e-16,-1.244664094013359e-16,-7.914675859144182e-18,4.185020385794047e-17,-4.579669976578771e-16,-8.792879618857441e-17,2.230836537794461e-16,0.0,7.48543308368127e-19,-0.7625930118244258
25,start,0.006000000000000004,4529453280,2.30502676117674,2.7205274416261718,4.4283662406603055,-4.371503159461554e-16,-1.6089560239684886e-16,2.0133634343055817e-16,-6.179952383167375e-17,-3.400058012914542e-16,-1.932048271369169e-16,1.08284878557303e-16,0.0,3.699603842077872e-18,-0.7624616772503663
25,midpoint,0.006125000000000004,4529516576,2.3049209289010126,2.7203707227482568,4.428017984729385,-4.579669976578771e-16,-3.707971429900425e-16,1.328147661294743e-16,3.65376132127615e-17,-4.510281037539698e-16,-3.135512682828079e-16,1.2756789291459966e-16,0.0,2.4106616902710557e-18,-0.7623304740678583
26,start,0.006250000000000004,4529283440,2.3048151330216085,2.720214073054621,4.427669567502501,-4.579669976578771e-16,-9.93129189996722e-17,-1.5677563414140394e-16,-8.782037597132586e-18,-5.204170427930421e-16,-9.985502008591496e-17,9.468481026583614e-17,0.0,2.7555799275514223e-18,-0.7621991905351166
26,midpoint,0.006375000000000004,4529429456,2.304709374790032,2.720057468876113,4.427320985395037,-4.926614671774132e-16,-1.6306400674181987e-16,2.31043482956661e-16,-9.540979117872439e-18,-1.0408340855860843e-16,-1.6111244283134596e-16,1.5795322432388045e-16,0.0,4.055996667196853e-18,-0.7620680382490216
27,start,0.006500000000000004,4529386864,2.304603656430449,2.7199009335643396,4.426972242684479,-2.983724378680108e-16,-7.502679033599691e-17,2.7712207528729493e-16,5.551115123125783e-17,-2.498001805406602e-16,-4.0549161250957866e-17,2.2951563855955254e-16,0.0,4.954789622078718e-18,-0.7619368055325488
27,midpoint,0.006625000000000004,4529514416,2.304497979621826,2.719744443734714,4.426623335614898,-3.608224830031759e-16,-1.726049858596923e-16,1.5514933088267568e-16,7.48099499014998e-17,-3.191891195797325e-16,-7.318364664277155e-17,1.1615332690991123e-16,0.0,3.0180491146719863e-18,-0.7618057039164501
28,start,0.006750000000000004,4529440720,2.3043923464058294,2.7195880224441296,4.426274268633737,-4.0245584642661925e-16,-2.0122792321330962e-16,2.992397996059992e-17,1.3227266504323154e-17,-3.677613769070831e-16,-1.7477339020466331e-16,1.4061228602377132e-17,6.235119262017811e-17,6.001070571650999e-19,-0.7616745217862694
28,midpoint,0.006875000000000004,4529293904,2.304286758912765,2.7194316466028625,4.425925037815002,-4.649058915617843e-16,-1.227316859253591e-16,-8.077306185017008e-17,7.621941272573096e-17,-7.216449660063518e-16,-3.664603343001005e-17,1.7624239068840166e-16,0.0,1.9648183602796793e-18,-0.7615434706089053
29,start,0.0070000000000000045,4529275600,2.304181218998919,2.719275338962938,4.425575647774847,-3.95516952522712e-16,-1.3314002678121994e-16,-4.490765398434959e-16,2.5912431922403556e-17,-9.020562075079397e-16,-4.185020385794047e-17,8.704117925178413e-17,0.0,7.929638804338585e-18,-0.7614123388304332
29,midpoint,0.007125000000000005,4529382864,2.304075729270683,2.719119076739653,4.425226094418449,-4.2327252813834093e-16,-1.9081958235744878e-16,-7.697835424647081e-17,-5.627009275199768e-17,-7.008282842946301e-16,-2.5587171270657905e-16,2.0076956527633924e-16,0.0,1.716462319187569e-18,-0.761281337856018
30,start,0.007250000000000005,4529515136,2.3039702913972016,2.718962882370151,4.424876382529432,-4.649058915617843e-16,-1.3791051634015616e-16,-5.2909066017292616e-17,-3.3285006695304986e-17,-5.828670879282072e-16,-1.708702623837155e-16,6.50529434956775e-17,0.0,1.0922653284571913e-18,-0.7611502561903902
30,midpoint,0.007375000000000005,4529448320,2.303864908486661,2.718806733384769,4.424526507845385,-5.412337245047638e-16,-1.0061396160665481e-16,2.59015899006787e-16,-2.5912431922403556e-17,-2.498001805406602e-16,-9.540979117872439e-17,4.493491567152923e-17,0.0,4.515868312152923e-18,-0.761019305178942
31,start,0.007500000000000005,4529296144,2.303759582020504,2.718650651895901,4.424176475316158,-4.0245584642661925e-16,-2.168404344971009e-18,-1.597029800071148e-16,-4.651227319962814e-17,-7.563394355258879e-16,-7.600257229123386e-17,1.9609333206395887e-16,0.0,2.903232096633281e-18,-0.7608882733833436
31,midpoint,0.007625000000000005,4529438256,2.3036543156354714,2.718494615758796,4.423826280512988,-4.3021142204224816e-16,-3.469446951953614e-17,2.787483785460232e-16,3.155028321932818e-17,-2.1510571102112408e-16,-2.3852447794681098e-18,6.364719256901086e-17,0.0,4.893375739306962e-18,-0.760757372091017
32,start,0.007750000000000005,4529280000,2.3035491106260384,2.718338646751378,4.423475928550715,-5.342948306008566e-16,8.890457814381136e-17,7.817097663620487e-17,8.651933336434325e-17,-4.996003610813204e-16,1.2435798918408736e-16,6.706664665743634e-17,2.483022908821993e-16,2.0327459189474862e-18,-0.7606263899190236
32,midpoint,0.007875000000000005,4529513296,2.303443971185404,2.7181827230635336,4.423125414835454,-3.885780586188048e-16,6.158268339717665e-17,-3.642919299551295e-17,-2.5153490401663703e-17,-4.0245584642661925e-16,5.724587470723463e-17,3.069039122309917e-17,0.0,7.466076701627771e-19,-0.7604955380984528
33,start,0.008000000000000005,4529452480,2.3033388984231804,2.718026866129152,4.422774744645804,-4.371503159461554e-16,6.071532165918825e-17,-2.6465375030371163e-16,4.119968255444917e-18,-6.036837696399289e-16,4.336808689942018e-17,1.0044119380074398e-16,0.0,4.608640456499235e-18,-0.760364605300377
33,midpoint,0.008125000000000005,4529298864,2.303233897118163,2.717871054482325,4.4224239132239855,-3.191891195797325e-16,6.895525817007808e-17,7.45931094670027e-17,-7.697835424647081e-17,-3.122502256758253e-16,-4.586175189613684e-17,7.75168159672651e-17,0.0,1.9193184516393002e-18,-0.7602338027010263
34,start,0.008250000000000006,4529376144,2.303128968198661,2.7177153092035016,4.422072926011126,-3.608224830031759e-16,-4.597017211338539e-17,-1.0332446703786857e-16,-8.890457814381136e-18,-6.175615574477433e-16,-6.179952383167375e-17,1.5357144921619131e-16,0.0,1.807201599848687e-18,-0.7601029190242738
34,midpoint,0.008375000000000006,4529287760,2.3030241170595156,2.7175596091803897,4.421721778086777,-4.163336342344337e-16,-1.9081958235744878e-17,-3.252606517456513e-17,-1.4105470264036413e-16,-3.7470027081099033e-16,-1.717376241217039e-16,7.506132957927647e-17,0.0,2.456974341345757e-18,-0.7599721653927956
35,start,0.008500000000000006,4529442000,2.302919344452806,2.7174039751307535,4.421370475053369,-5.134781488891349e-16,-6.331740687315346e-17,1.2522535092207576e-16,8.988036009904832e-17,-3.469446951953614e-16,3.968179951296946e-17,4.3341244588740546e-17,0.0,2.6770857689017196e-18,-0.759841330582227
35,midpoint,0.008625000000000006,4529436256,2.302814656421256,2.717248386305165,4.421019011829006,-6.522560269672795e-16,-2.177077962350893e-16,3.0357660829594124e-17,5.746271514173174e-17,-5.065392549852277e-16,-1.454999315475547e-16,1.1629765243122138e-16,0.0,1.127961981807706e-18,-0.7597106256628254
36,start,0.008750000000000006,4529307024,2.3027100535473384,2.7170928630496256,4.420667394176196,-6.800116025829084e-16,-2.645453300864631e-16,-1.5720931501039814e-16,6.461844948013606e-17,-7.28583859910259e-16,-1.3845261742639892e-16,1.2482425780089728e-16,0.0,2.9516030023768416e-18,-0.7595798394611232
36,midpoint,0.008875000000000006,4529388544,2.30260554255492,2.7169373849866547,4.420315616852818,-5.273559366969494e-16,-1.4224732503009818e-16,1.3877787807814457e-16,-6.071532165918825e-18,-4.163336342344337e-16,-1.4539151133030614e-16,2.790952044683657e-17,0.0,2.467844821770514e-18,-0.7594491829959207
37,start,0.009000000000000006,4529289200,2.302501123865051,2.7167819720815825,4.419963685780237,-8.326672684688674e-16,-2.432949675057472e-16,1.0549287138283958e-16,-4.109126233720062e-17,-5.828670879282072e-16,-2.8319360745321376e-16,1.443122372653661e-16,0.0,1.961026495925943e-18,-0.7593184451439566
37,midpoint,0.009125000000000006,4529436576,2.3023968049174233,2.7166266043377867,4.419611595557322,-7.147060721024445e-16,-2.437286483747414e-16,-1.599198204416119e-16,-2.0816681711721685e-17,-7.563394355258879e-16,-2.404760418572849e-16,1.2071046578391737e-16,0.0,2.7915130802904266e-18,-0.7591878368733644
38,start,0.009250000000000006,4529302624,2.302292585981369,2.7164713013311936,4.419259352263082,-7.28583859910259e-16,-3.5778671692021646e-16,-2.0155318386505527e-16,-4.96564594998361e-17,-9.575673587391975e-16,-3.6038880213418167e-16,5.446591887091106e-17,6.428901872631334e-20,3.590673526314835e-18,-0.7590571471105717
38,midpoint,0.009375000000000007,4529508336,2.302188475248455,2.716316043454778,4.418906950338581,-8.534839501805891e-16,-3.3610267347050637e-16,2.6150956400350367e-16,3.7730235602495554e-17,-5.342948306008566e-16,-2.8275992658421956e-16,5.975518086373582e-17,0.0,4.567181784245441e-18,-0.7589265867736604
39,start,0.009500000000000007,4529376944,2.3020844728473886,2.7161608498865037,4.4185543960192675,-5.065392549852277e-16,-2.255140518769849e-16,-1.2500851048757866e-16,7.697835424647081e-17,-6.591949208711867e-16,-1.6414820891430537e-16,3.175083794498504e-17,0.0,2.535913010780145e-18,-0.7587959448384074
39,midpoint,0.009625000000000007,4529446800,2.301980587758891,2.7160057014175027,4.418201683589602,-6.661338147750939e-16,-3.387047586844716e-16,-2.5804011705155006e-17,5.355958732078392e-17,-7.91033905045424e-16,-3.198396408832238e-16,1.0499399507703943e-16,0.0,1.026208526397551e-18,-0.7586654321732815
40,start,0.009750000000000007,4529280000,2.3018768199833173,2.7158506168194054,4.417848819440273,-7.28583859910259e-16,-2.454633718507182e-16,3.144186300207963e-17,-5.4860629927766524e-17,-5.412337245047638e-16,-2.9913137938875067e-16,1.559128338270526e-16,0.0,1.090685334162603e-18,-0.7585348378032434
40,midpoint,0.009875000000000007,4529307584,2.3017731793287926,2.715695577289877,4.417495797700334,-3.677613769070831e-16,-8.196568423990414e-17,1.6599135260753073e-16,1.2815269678778662e-16,-1.5959455978986625e-16,-8.023096076392733e-18,6.868410066138678e-17,0.0,3.614570410650294e-18,-0.7584043725474132
41,start,0.010000000000000007,4529386224,2.3016696656804108,2.715540601186024,4.417142624914515,-3.885780586188048e-16,-7.979727989493313e-17,2.6747267595217394e-16,9.345822726825048e-17,-1.3877787807814457e-16,-5.095750210681871e-17,6.699150026150235e-17,0.0,4.936508957588343e-18,-0.7582738254799466
41,midpoint,0.010125000000000007,4529441360,2.3015662897125075,2.715385670120239,4.416789295057655,-3.885780586188048e-16,-2.1467203015212988e-16,1.332484469984685e-16,-3.5128150388530344e-17,-3.3306690738754696e-16,-2.484991379336776e-16,7.774818239074129e-17,0.0,2.2564448557386926e-18,-0.7581434073707014
42,start,0.010250000000000007,4529425376,2.301463051208284,2.7152308020271034,4.416435814827341,-4.718447854656915e-16,-9.627715291671279e-17,-1.7455654977016621e-16,6.635317295611287e-17,-5.967448757360216e-16,-4.846383711010205e-17,5.3004625016905916e-17,0.0,3.2116825347846253e-18,-0.7580129073432136
42,midpoint,0.010375000000000007,4529284320,2.301359961747037,2.7150759789417425,4.41608217804538,-3.608224830031759e-16,-1.46150452851046e-16,4.0115480381963664e-17,2.7863995832877464e-16,-3.3306690738754696e-16,8.749511531958021e-17,4.666114434448162e-17,0.0,4.83795108758706e-18,-0.7578825361179915
43,start,0.010500000000000008,4529297504,2.30125702102294,2.7149212183684055,4.415728391561023,-2.636779683484747e-16,-2.190088388420719e-16,3.599551212651875e-17,3.5344990823027445e-17,-2.0122792321330962e-16,-1.97758476261356e-16,2.9975003953202806e-17,0.0,8.878162155342343e-19,-0.7577520828683115
43,midpoint,0.010625000000000008,4529373744,2.3011542415580593,2.7147665027727594,4.415374449044238,-4.579669976578771e-16,-6.331740687315346e-17,-1.6154612370034016e-17,1.209969624493823e-16,-4.2327252813834093e-16,5.5185890579512176e-17,5.0910190474285814e-17,0.0,2.0946727562998994e-18,-0.7576217582650675
44,start,0.010750000000000008,4529454160,2.3010516229688314,2.714611849221108,4.415020357494763,-4.371503159461554e-16,-2.636779683484747e-16,9.454242944073599e-17,2.45029690981724e-17,-2.706168622523819e-16,-2.514264837993885e-16,7.302606689845709e-17,0.0,1.703432623758466e-18,-0.7574913515318115
44,midpoint,0.010875000000000008,4529422656,2.3009491787557383,2.7144572406172793,4.414666110431888,-3.2612801348363973e-16,-4.2674197509029455e-16,4.716279450311944e-17,8.239936510889834e-18,-1.457167719820518e-16,-4.3303034769071047e-16,1.3403813037019472e-16,0.0,8.202858945971868e-19,-0.7573610732893838
45,start,0.011000000000000008,4529507216,2.3008469084657515,2.7143026935822165,4.414311715004676,-2.498001805406602e-16,-2.207435623180487e-16,2.706168622523819e-16,3.230922474006803e-17,1.3183898417423734e-16,-2.2085198253529725e-16,1.1565835615577867e-16,0.0,4.665821589522199e-18,-0.7572307128123189
