panel,run_id,role,update,Q_def,inventory_index
a--c,D1_seed20600611,TRAIN,119,1.1610142917155775,
a--c,D1_seed20600611,TRAIN,120,0.9067037948847788,
a--c,D1_seed20600611,TRAIN,121,0.7939876750610526,
a--c,D1_seed20600611,TRAIN,122,1.0079267520007271,
a--c,D1_seed20600611,TRAIN,123,0.9084781461570908,
a--c,D1_seed20600611,TRAIN,124,1.1608288384546603,
a--c,D1_seed20600611,TRAIN,125,1.1932077403343764,
a--c,D1_seed20600611,TRAIN,126,0.9064861202011089,
a--c,D1_seed20600611,TRAIN,127,0.9330780308278098,
a--c,D1_seed20600611,TRAIN,128,0.9809424276687505,
a--c,D1_seed20600611,TRAIN,129,0.9330060871504945,
a--c,D1_seed20600611,TRAIN,130,0.7936835985219314,
a--c,D1_seed20600611,TRAIN,131,1.007597928923056,
a--c,D1_seed20600611,TRAIN,132,1.192924191382619,
a--c,D1_seed20600611,TRAIN,133,0.9081116514119889,
a--c,D1_seed20600611,TRAIN,134,0.9807298240028568,
a--c,D1_seed20600611,TRAIN,135,0.9061574722841085,
a--c,D1_seed20600611,TRAIN,136,1.1603777234013213,
a--c,D1_seed20600611,TRAIN,137,1.0073781972113534,
a--c,D1_seed20600611,TRAIN,138,1.1603015441320321,
a--c,D1_seed20600611,TRAIN,139,1.192637995237616,
a--c,D1_seed20600611,TRAIN,140,0.7933426088525757,
a--c,D1_seed20600611,TRAIN,141,0.905933122518115,
a--c,D1_seed20600611,TRAIN,142,0.9077755598677967,
a--c,D1_seed20600611,TRAIN,143,0.9804031967067708,
a--c,D1_seed20600611,TRAIN,144,0.9324646152903602,
a--c,D1_seed20600611,TRAIN,145,0.9057855719554423,
a--c,D1_seed20600611,TRAIN,146,0.9076283493875296,
a--c,D1_seed20600611,TRAIN,147,1.007006387748542,
a--c,D1_seed20600611,TRAIN,148,0.9323225777226968,
a--c,D1_seed20600611,TRAIN,149,1.1922300609120557,
a--c,D1_seed20600611,TRAIN,150,0.7930023031640211,
a--c,D1_seed20600611,TRAIN,151,0.9801189140611477,
a--c,D1_seed20600611,TRAIN,152,1.1597712105651716,
a--c,D1_seed20600611,TRAIN,153,1.0067868576873613,
a--c,D1_seed20600611,TRAIN,154,1.192026525221168,
a--c,D1_seed20600611,TRAIN,155,1.1596557126589127,
a--c,D1_seed20600611,TRAIN,156,0.9072575939121177,
a--c,D1_seed20600611,TRAIN,157,0.792759913700858,
a--c,D1_seed20600611,TRAIN,158,0.9053044379645936,
a--c,D1_seed20600611,TRAIN,159,0.9319219798937332,
a--c,D1_seed20600611,TRAIN,160,0.9797908780574398,
a--c,D1_seed20600611,TRAIN,161,0.9797551749836463,
a--c,D1_seed20600611,TRAIN,162,1.159387386151571,
a--c,D1_seed20600611,TRAIN,163,0.9051203114665074,
a--c,D1_seed20600611,TRAIN,164,0.9069597470351143,
a--c,D1_seed20600611,TRAIN,165,0.7924860073362135,
a--c,D1_seed20600611,TRAIN,166,1.191533022839304,
a--c,D1_seed20600611,TRAIN,167,0.9316345201642325,
a--c,D1_seed20600611,TRAIN,168,1.006228709258017,
a--c,D1_seed20600611,TRAIN,169,1.0061917062103711,
a--c,D1_seed20600611,TRAIN,170,0.9067382024025876,
a--c,D1_seed20600611,TRAIN,171,1.1590470465429568,
a--c,D1_seed20600611,TRAIN,172,0.9314534064809228,
a--c,D1_seed20600611,TRAIN,173,0.9047511859702827,
a--c,D1_seed20600611,TRAIN,174,1.1912054342133247,
a--c,D1_seed20600611,TRAIN,175,0.7921423510304009,
a--c,D1_seed20600611,TRAIN,176,0.9792140362420336,
a--c,D1_seed20600611,TRAIN,177,0.9064765480996682,
a--c,D1_seed20600611,TRAIN,178,0.9045653239001619,
a--c,D1_seed20600611,TRAIN,179,0.9311994928132187,
a--c,D1_seed20600611,TRAIN,180,1.190960515053913,
a--c,D1_seed20600611,TRAIN,181,0.7919368626846488,
a--c,D1_seed20600611,TRAIN,182,1.1586286128960064,
a--c,D1_seed20600611,TRAIN,183,0.9789622755242409,
a--c,D1_seed20600611,TRAIN,184,1.0056348605941339,
a--c,D1_seed20600611,TRAIN,185,1.0055974608001461,
a--c,D1_seed20600611,TRAIN,186,0.9042687814754282,
a--c,D1_seed20600611,TRAIN,187,0.9309088959792892,
a--c,D1_seed20600611,TRAIN,188,0.9787808468727262,
a--c,D1_seed20600611,TRAIN,189,0.9060305698222629,
a--c,D1_seed20600611,TRAIN,190,1.1583239707020991,
a--c,D1_seed20600611,TRAIN,191,1.1905095215259545,
a--c,D1_seed20600611,TRAIN,192,0.7915566989753029,
a--c,D1_seed20600611,TRAIN,193,1.19042536090741,
a--c,D1_seed20600611,TRAIN,194,0.9039692393910449,
a--c,D1_seed20600611,TRAIN,195,0.7914508104336843,
a--c,D1_seed20600611,TRAIN,196,1.0051845586513026,
a--c,D1_seed20600611,TRAIN,197,0.9057278981857478,
a--c,D1_seed20600611,TRAIN,198,1.1580138549844727,
a--c,D1_seed20600611,TRAIN,199,0.9783779329804678,
a--c,D1_seed20600611,TRAIN,200,0.9304318402833873,
a--c,D1_seed20600611,TRAIN,201,0.7912422535368808,
a--c,D1_seed20600611,TRAIN,202,0.905540624986007,
a--c,D1_seed20600611,TRAIN,203,0.9782336742525682,
a--c,D1_seed20600611,TRAIN,204,0.9302885107489067,
a--c,D1_seed20600611,TRAIN,205,0.903560986693084,
a--c,D1_seed20600611,TRAIN,206,1.1898931285659202,
a--c,D1_seed20600611,TRAIN,207,1.1576740864362782,
a--c,D1_seed20600611,TRAIN,208,1.004740200224725,
a--c,D1_seed20600611,TRAIN,209,1.0047020532132802,
a--c,D1_seed20600611,TRAIN,210,0.9033732524879603,
a--c,D1_seed20600611,TRAIN,211,0.7908971258914929,
a--c,D1_seed20600611,TRAIN,212,0.9051677197800784,
a--c,D1_seed20600611,TRAIN,213,1.1574426309413757,
a--c,D1_seed20600611,TRAIN,214,0.9299240559124534,
a--c,D1_seed20600611,TRAIN,215,0.9777983938576849,
a--c,D1_seed20600611,TRAIN,216,1.1894797570929128,
a--c,D1_seed20600611,TRAIN,217,0.9049799863017827,
a--c,D1_seed20600611,TRAIN,218,1.1893953578033942,
a--c,D1_seed20600611,TRAIN,219,0.7906174782709414,
a--c,D1_seed20600611,TRAIN,220,0.9297011308119344,
a--c,D1_seed20600611,TRAIN,221,1.0042490887246982,
a--c,D1_seed20600611,TRAIN,222,1.1570926718348966,
a--c,D1_seed20600611,TRAIN,223,0.9028823170547309,
a--c,D1_seed20600611,TRAIN,224,0.977463927101387,
a--c,D1_seed20600611,TRAIN,225,1.004096467592917,
a--c,D1_seed20600611,TRAIN,226,0.9027681377589855,
a--c,D1_seed20600611,TRAIN,227,0.9773530059632491,
a--c,D1_seed20600611,TRAIN,228,1.188974817186701,
a--c,D1_seed20600611,TRAIN,229,1.1568188817197123,
a--c,D1_seed20600611,TRAIN,230,0.9293278716046507,
a--c,D1_seed20600611,TRAIN,231,0.9044421194506197,
a--c,D1_seed20600611,TRAIN,232,0.7901562403663649,
a--c,D1_seed20600611,TRAIN,233,0.9043657209392171,
a--c,D1_seed20600611,TRAIN,234,0.7900865187389009,
a--c,D1_seed20600611,TRAIN,235,0.9291432916963769,
a--c,D1_seed20600611,TRAIN,236,1.0036796994553066,
a--c,D1_seed20600611,TRAIN,237,0.976984906228362,
a--c,D1_seed20600611,TRAIN,238,1.1564730031358132,
a--c,D1_seed20600611,TRAIN,239,1.1885191607296828,
a--c,D1_seed20600611,TRAIN,240,0.9022403032365599,
a--c,D1_seed20600611,TRAIN,241,1.1884343089533318,
a--c,D1_seed20600611,TRAIN,242,0.789807520580522,
a--c,D1_seed20600611,TRAIN,243,0.9767620384668678,
a--c,D1_seed20600611,TRAIN,244,1.0033764502793612,
a--c,D1_seed20600611,TRAIN,245,0.9039122754601043,
a--c,D1_seed20600611,TRAIN,246,0.9020102049267055,
a--c,D1_seed20600611,TRAIN,247,1.1561205100748668,
a--c,D1_seed20600611,TRAIN,248,0.9286628108164435,
a--c,D1_seed20600611,TRAIN,249,1.003186456587028,
a--c,D1_seed20600611,TRAIN,250,0.7895244517331629,
a--c,D1_seed20600611,TRAIN,251,0.9764661585123228,
a--c,D1_seed20600611,TRAIN,252,0.9017838834052617,
a--c,D1_seed20600611,TRAIN,253,0.9036098869114284,
a--c,D1_seed20600611,TRAIN,254,0.9284438513562412,
a--c,D1_seed20600611,TRAIN,255,1.1558145896670062,
a--c,D1_seed20600611,TRAIN,256,1.1878117057046735,
a--c,D1_seed20600611,TRAIN,257,1.1557365774097872,
a--c,D1_seed20600611,TRAIN,258,0.7892448284453738,
a--c,D1_seed20600611,TRAIN,259,0.9761724291861483,
a--c,D1_seed20600611,TRAIN,260,0.9014817056755936,
a--c,D1_seed20600611,TRAIN,261,0.9281835790174424,
a--c,D1_seed20600611,TRAIN,262,1.187558594526046,
a--c,D1_seed20600611,TRAIN,263,1.0026580593810182,
a--c,D1_seed20600611,TRAIN,264,0.9031900391266738,
a--c,D1_seed20600611,TRAIN,265,0.9031514883084023,
a--c,D1_seed20600611,TRAIN,266,0.901252286205027,
a--c,D1_seed20600611,TRAIN,267,1.155344121338331,
a--c,D1_seed20600611,TRAIN,268,0.9279217407048898,
a--c,D1_seed20600611,TRAIN,269,1.0024283237847584,
a--c,D1_seed20600611,TRAIN,270,1.1872205586881066,
a--c,D1_seed20600611,TRAIN,271,0.7887818679625482,
a--c,D1_seed20600611,TRAIN,272,0.9756866720453371,
a--c,D1_seed20600611,TRAIN,273,1.002274138671374,
a--c,D1_seed20600611,TRAIN,274,0.9756120972371064,
a--c,D1_seed20600611,TRAIN,275,1.155029163909481,
a--c,D1_seed20600611,TRAIN,276,1.1869658821068358,
a--c,D1_seed20600611,TRAIN,277,0.9275820984152147,
a--c,D1_seed20600611,TRAIN,278,0.900789004952517,
a--c,D1_seed20600611,TRAIN,279,0.9026091030294117,
a--c,D1_seed20600611,TRAIN,280,0.7884579740827423,
a--c,D1_seed20600611,TRAIN,281,1.1547897078707943,
a--c,D1_seed20600611,TRAIN,282,0.9753097263283013,
a--c,D1_seed20600611,TRAIN,283,1.1866668308242445,
a--c,D1_seed20600611,TRAIN,284,0.7883148775478496,
a--c,D1_seed20600611,TRAIN,285,0.9272799265188443,
a--c,D1_seed20600611,TRAIN,286,0.9023392072813515,
a--c,D1_seed20600611,TRAIN,287,1.0017341452757682,
a--c,D1_seed20600611,TRAIN,288,0.9004054848222987,
a--c,D1_seed20600611,TRAIN,289,0.9271320713122383,
a--c,D1_seed20600611,TRAIN,290,1.1544384465341178,
a--c,D1_seed20600611,TRAIN,291,1.0015832884659341,
a--c,D1_seed20600611,TRAIN,292,0.7880320363320821,
a--c,D1_seed20600611,TRAIN,293,0.9749015041684668,
a--c,D1_seed20600611,TRAIN,294,0.9001794522003989,
a--c,D1_seed20600611,TRAIN,295,0.9019989669852578,
a--c,D1_seed20600611,TRAIN,296,1.1861274367272905,
a--c,D1_seed20600611,TRAIN,297,1.1541694484478668,
a--c,D1_seed20600611,TRAIN,298,0.9000283358429553,
a--c,D1_seed20600611,TRAIN,299,0.9746801437011473,
a--c,D1_seed20600611,TRAIN,300,0.9018072495661223,
a--c,D1_seed20600611,TRAIN,301,1.0012048851819044,
a--c,D1_seed20600611,TRAIN,302,1.185874430955623,
a--c,D1_seed20600611,TRAIN,303,0.7876421141761615,
a--c,D1_seed20600611,TRAIN,304,0.9265749892316212,
a--c,D1_seed20600611,TRAIN,305,0.9016146700501544,
a--c,D1_seed20600611,TRAIN,306,0.9744188128751279,
a--c,D1_seed20600611,TRAIN,307,0.9264642467353381,
a--c,D1_seed20600611,TRAIN,308,1.153739351311119,
a--c,D1_seed20600611,TRAIN,309,1.0009005417312988,
a--c,D1_seed20600611,TRAIN,310,1.1855397776971346,
a--c,D1_seed20600611,TRAIN,311,0.7873577532883381,
a--c,D1_seed20600611,TRAIN,312,0.8994924277583938,
a--c,D1_seed20600611,TRAIN,313,0.787286505229961,
a--c,D1_seed20600611,TRAIN,314,1.153504518309874,
a--c,D1_seed20600611,TRAIN,315,1.0006715268816626,
a--c,D1_seed20600611,TRAIN,316,0.9261291271486778,
a--c,D1_seed20600611,TRAIN,317,1.1852468691894995,
a--c,D1_seed20600611,TRAIN,318,0.9739724987342097,
a--c,D1_seed20600611,TRAIN,319,0.9010784254576476,
a--c,D1_seed20600611,TRAIN,320,0.899187054777122,
a--c,D1_seed20600611,TRAIN,321,0.8991489283434206,
a--c,D1_seed20600611,TRAIN,322,0.9738230612532086,
a--c,D1_seed20600611,TRAIN,323,1.1849943861711876,
a--c,D1_seed20600611,TRAIN,324,0.7868949952336975,
a--c,D1_seed20600611,TRAIN,325,1.1530742509776055,
a--c,D1_seed20600611,TRAIN,326,1.0002507125796036,
a--c,D1_seed20600611,TRAIN,327,0.9007707284314228,
a--c,D1_seed20600611,TRAIN,328,0.9256793896877504,
a--c,D1_seed20600611,TRAIN,329,1.184741037586175,
a--c,D1_seed20600611,TRAIN,330,0.898803354553579,
a--c,D1_seed20600611,TRAIN,331,0.9006156647535538,
a--c,D1_seed20600611,TRAIN,332,0.925528410785647,
a--c,D1_seed20600611,TRAIN,333,1.1527586155884524,
a--c,D1_seed20600611,TRAIN,334,0.9733723928255684,
a--c,D1_seed20600611,TRAIN,335,0.9999038365476081,
a--c,D1_seed20600611,TRAIN,336,0.7864640597112151,
a--c,D1_seed20600611,TRAIN,337,0.9253407758127423,
a--c,D1_seed20600611,TRAIN,338,0.9997901778380823,
a--c,D1_seed20600611,TRAIN,339,1.1525244997240114,
a--c,D1_seed20600611,TRAIN,340,0.9731493903828157,
a--c,D1_seed20600611,TRAIN,341,1.184235842083072,
a--c,D1_seed20600611,TRAIN,342,0.9001922753246783,
a--c,D1_seed20600611,TRAIN,343,0.7862141996929803,
a--c,D1_seed20600611,TRAIN,344,0.8982658395232218,
a--c,D1_seed20600611,TRAIN,345,1.1522886723654098,
a--c,D1_seed20600611,TRAIN,346,0.9994840081574822,
a--c,D1_seed20600611,TRAIN,347,0.7860716874654661,
a--c,D1_seed20600611,TRAIN,348,0.9728500984290276,
a--c,D1_seed20600611,TRAIN,349,1.1839005765622583,
a--c,D1_seed20600611,TRAIN,350,0.8998856641543058,
a--c,D1_seed20600611,TRAIN,351,0.8979990854134601,
a--c,D1_seed20600611,TRAIN,352,0.9247813784182178,
a--c,D1_seed20600611,TRAIN,353,1.1519774239641094,
a--c,D1_seed20600611,TRAIN,354,0.9247069223426387,
a--c,D1_seed20600611,TRAIN,355,0.9725896183252406,
a--c,D1_seed20600611,TRAIN,356,1.1836074673539054,
a--c,D1_seed20600611,TRAIN,357,0.8977693649449455,
a--c,D1_seed20600611,TRAIN,358,0.7856791334665286,
a--c,D1_seed20600611,TRAIN,359,0.8995396419035808,
a--c,D1_seed20600611,TRAIN,360,0.9989508230897826,
a--c,D1_seed20600611,TRAIN,361,1.1833982026910481,
a--c,D1_seed20600611,TRAIN,362,0.8975787138366164,
a--c,D1_seed20600611,TRAIN,363,0.9722907763949669,
a--c,D1_seed20600611,TRAIN,364,1.151546909931939,
a--c,D1_seed20600611,TRAIN,365,0.9987589641803384,
a--c,D1_seed20600611,TRAIN,366,0.8992698345091314,
a--c,D1_seed20600611,TRAIN,367,0.9242193482556473,
a--c,D1_seed20600611,TRAIN,368,0.7853214932220574,
a--c,D1_seed20600611,TRAIN,369,0.9720660604537451,
a--c,D1_seed20600611,TRAIN,370,0.899117808952882,
a--c,D1_seed20600611,TRAIN,371,0.7852168480079036,
a--c,D1_seed20600611,TRAIN,372,0.9240376824600733,
a--c,D1_seed20600611,TRAIN,373,1.1512014666073718,
a--c,D1_seed20600611,TRAIN,374,0.8971260578423554,
a--c,D1_seed20600611,TRAIN,375,1.1828208845237664,
a--c,D1_seed20600611,TRAIN,376,0.9983485421443523,
a--c,D1_seed20600611,TRAIN,377,0.8988569345762667,
a--c,D1_seed20600611,TRAIN,378,0.9717394468533234,
a--c,D1_seed20600611,TRAIN,379,1.1826547879951674,
a--c,D1_seed20600611,TRAIN,380,1.1509314832586999,
a--c,D1_seed20600611,TRAIN,381,0.7848644170710759,
a--c,D1_seed20600611,TRAIN,382,0.9981184569151795,
a--c,D1_seed20600611,TRAIN,383,0.9236303468535172,
a--c,D1_seed20600611,TRAIN,384,0.8967438416555382,
a--c,D1_seed20600611,TRAIN,385,0.9235562457245252,
a--c,D1_seed20600611,TRAIN,386,0.9979670022446391,
a--c,D1_seed20600611,TRAIN,387,1.1506583665952215,
a--c,D1_seed20600611,TRAIN,388,1.1822772251045917,
a--c,D1_seed20600611,TRAIN,389,0.9713278272188802,
a--c,D1_seed20600611,TRAIN,390,0.7845425910146661,
a--c,D1_seed20600611,TRAIN,391,0.8964758353565099,
a--c,D1_seed20600611,TRAIN,392,0.898279835606046,
a--c,D1_seed20600611,TRAIN,393,0.9232580012333919,
a--c,D1_seed20600611,TRAIN,394,0.9711425977297362,
a--c,D1_seed20600611,TRAIN,395,1.1819856095430399,
a--c,D1_seed20600611,TRAIN,396,0.997587188058997,
a--c,D1_seed20600611,TRAIN,397,0.8962492292675351,
a--c,D1_seed20600611,TRAIN,398,0.8980520823028335,
a--c,D1_seed20600611,TRAIN,399,1.150191401426346,
a--c,D1_seed20600611,TRAIN,400,0.7841884921791881,
a--c,D1_seed20600611,TRAIN,401,0.8960975510053888,
a--c,D1_seed20600611,TRAIN,402,0.970847129722166,
a--c,D1_seed20600611,TRAIN,403,0.9973236571741065,
a--c,D1_seed20600611,TRAIN,404,1.150000351095567,
a--c,D1_seed20600611,TRAIN,405,0.8977877035444378,
a--c,D1_seed20600611,TRAIN,406,1.1815313882917462,
a--c,D1_seed20600611,TRAIN,407,0.7839417317583088,
a--c,D1_seed20600611,TRAIN,408,0.9227047221800835,
a--c,D1_seed20600611,TRAIN,409,0.922668115137987,
a--c,D1_seed20600611,TRAIN,410,0.8957588048832252,
a--c,D1_seed20600611,TRAIN,411,1.1497311245188317,
a--c,D1_seed20600611,TRAIN,412,1.1812844361378896,
a--c,D1_seed20600611,TRAIN,413,0.996946975979589,
a--c,D1_seed20600611,TRAIN,414,0.8974448677842176,
a--c,D1_seed20600611,TRAIN,415,0.97036686995234,
a--c,D1_seed20600611,TRAIN,416,0.7836226462520074,
a--c,D1_seed20600611,TRAIN,417,0.8954926047074848,
a--c,D1_seed20600611,TRAIN,418,0.8972934715080957,
a--c,D1_seed20600611,TRAIN,419,0.970221366389175,
a--c,D1_seed20600611,TRAIN,420,0.9966849235365639,
a--c,D1_seed20600611,TRAIN,421,1.149347361260435,
a--c,D1_seed20600611,TRAIN,422,0.9221915714174396,
a--c,D1_seed20600611,TRAIN,423,0.783379250804443,
a--c,D1_seed20600611,TRAIN,424,1.1807933570683997,
a--c,D1_seed20600611,TRAIN,425,0.8951961853643939,
a--c,D1_seed20600611,TRAIN,426,0.7832747631915684,
a--c,D1_seed20600611,TRAIN,427,0.9699320941877564,
a--c,D1_seed20600611,TRAIN,428,0.8969220812227138,
a--c,D1_seed20600611,TRAIN,429,1.1805929064165275,
a--c,D1_seed20600611,TRAIN,430,0.9963165354439584,
a--c,D1_seed20600611,TRAIN,431,0.9218665950588623,
a--c,D1_seed20600611,TRAIN,432,1.1489321368050276,
a--c,D1_seed20600611,TRAIN,433,0.9962041907624047,
a--c,D1_seed20600611,TRAIN,434,0.8966966268549209,
a--c,D1_seed20600611,TRAIN,435,0.9696407921696925,
a--c,D1_seed20600611,TRAIN,436,0.7829257438716785,
a--c,D1_seed20600611,TRAIN,437,1.148741056100241,
a--c,D1_seed20600611,TRAIN,438,0.894712340193013,
a--c,D1_seed20600611,TRAIN,439,1.1801848191099615,
a--c,D1_seed20600611,TRAIN,440,0.9215374568631937,
a--c,D1_seed20600611,TRAIN,441,1.148587902678285,
a--c,D1_seed20600611,TRAIN,442,0.9214631031984668,
a--c,D1_seed20600611,TRAIN,443,0.9693473491884055,
a--c,D1_seed20600611,TRAIN,444,0.7826440347318548,
a--c,D1_seed20600611,TRAIN,445,0.8962818953914561,
a--c,D1_seed20600611,TRAIN,446,1.179896946919279,
a--c,D1_seed20600611,TRAIN,447,0.9956808759874581,
a--c,D1_seed20600611,TRAIN,448,0.8943361098176366,
a--c,D1_seed20600611,TRAIN,449,0.8942987188379504,
a--c,D1_seed20600611,TRAIN,450,0.9211711315466804,
a--c,D1_seed20600611,TRAIN,451,0.8960576188713077,
a--c,D1_seed20600611,TRAIN,452,0.969020954641321,
